Cluster_ID,Centroid_Latitude,Centroid_Longitude,Incident_Count
61,13.729643791344683,100.4750914727102,95
62,13.682905085121808,100.40790198973504,109
63,13.752487384788193,100.59129584914227,119
64,13.648543968583883,100.4217151526429,69
65,13.905227043293557,100.67127795114288,52
66,13.848091548785208,100.5610210015805,304
67,13.7456343828272,100.65570670527987,75
68,13.706636337188217,100.35999101706676,74
69,13.664346706063638,100.60444647961242,94
70,13.78296979417525,100.41035745315425,120
71,13.685652024265805,100.69956819618268,41
72,13.787270842592738,100.60926823737427,183
73,13.72854073019015,100.71863852738919,159
74,13.76023775618113,100.47012718615935,154
75,13.68212308961084,100.62597423104093,75
76,13.799954408794385,100.86412519623077,26
77,13.860867334917595,100.56832733008801,136
78,13.768191266213556,100.72651810177278,36
79,13.81179131939739,100.5586044760511,262
80,13.899560941490545,100.61210732674519,110
81,13.818775935986812,100.64109264254229,96
82,13.933124699514066,100.58201608375592,76
83,13.673143495766487,100.53985480363379,111
84,13.691177206057594,100.50726591612381,118
85,13.746218156271512,100.79506991136884,43
86,13.719573285314652,100.51150670853156,297
87,13.714002315501482,100.58650761772176,187
88,13.91889103470766,100.59905522864247,203
89,13.878624285093764,100.63788809892274,51
90,13.737873769653373,100.44880439535024,83
91,13.791039825722308,100.54764741958984,179
92,13.730957553572544,100.49663934502024,202
93,13.74474849524276,100.3568399137508,50
94,13.816775045978366,100.57577665784052,363
95,13.752803672864351,100.53285069031463,242
96,13.691944648544112,100.43878643052233,116
97,13.859372979826045,100.69114943815408,44
98,13.889860678920597,100.5689468544865,114
99,13.803007288968058,100.52113017255074,190
100,13.71483413031531,100.55623679271834,90
101,13.846521773610103,100.64243884222881,135
102,13.762740978028424,100.64468134144867,151
103,13.775529164112395,100.70613036930605,43
104,13.787226041178325,100.37565252169199,165
105,13.827836008043077,100.52777698735727,443
106,13.825864134242881,100.67565574324429,84
107,13.653920771011185,100.35417820016555,27
108,13.806088808587667,100.82573608155,15
109,13.784247051344472,100.53197212751233,193
110,13.74067141875205,100.54814446216133,120
111,13.904987624513714,100.8000313172357,14
112,13.863936831642448,100.61416018253173,127
113,13.85854336577886,100.72369754251308,65
114,13.723471452572856,100.65458040528276,76
115,13.830706731223952,100.59076167013127,102
116,13.614056323032202,100.38296445767116,94
117,13.784621901061746,100.49093464622042,212
118,13.756968030699705,100.49861451441606,122
119,13.826035943961683,100.62633718015745,180
120,13.70038850513565,100.49563801273199,126
121,13.846473201666885,100.54276049137128,70
122,13.810003829189919,100.78321501171968,61
123,13.857204966441723,100.58555000117885,148
124,13.786504083045134,100.46809546515686,210
125,13.75220076989555,100.69926616008522,71
126,13.711491609154594,100.42304697045358,148
127,13.630355697277706,100.39891270856549,122
128,13.678250859627935,100.47004126443,172
129,13.6882841371077,100.3730702280778,50
130,13.78066345555194,100.42657844609495,117
131,13.608904180963862,100.43657899124945,36
132,13.899590404343858,100.869299067695,14
133,13.687752015314071,100.67051584554058,70
134,13.727333593997805,100.58222714217753,190
135,13.72111988105328,100.7987677097388,25
136,13.781254998700518,100.64658249670096,83
137,13.89904295095154,100.5893620977277,126
138,13.753934514432798,100.4796395996994,99
139,13.669982686527113,100.51425363334228,79
140,13.677388672402136,100.42687520948931,117
141,13.800243135885601,100.5874077053922,123
142,13.737647619380873,100.60909642747473,55
143,13.816228547082261,100.72205729098648,88
144,13.53560352579,100.42074956419333,3
145,13.630355856577056,100.50432183833277,72
146,13.831541715061732,100.55565637019582,473
147,13.690974034880195,100.4536113844202,51
148,13.71009299602925,100.61801858987697,132
149,13.792010511300349,100.6878077470617,112
150,13.693096452006401,100.64605623314628,70
151,13.766735014163695,100.44494182233237,72
152,13.677580830587795,100.64651310158561,107
153,13.762635879264051,100.52583164961652,118
154,13.921106623067217,100.65961074805261,46
155,13.773253802873606,100.55617606739872,196
156,13.856915269261469,100.6285251143057,128
157,13.765193077658706,100.5961554851849,92
158,13.721218680222492,100.5199398669594,118
159,13.819313738942423,100.53530367405163,220
160,13.834505003793218,100.85789683274938,32
161,13.736563151540526,100.64244052878811,196
162,13.674238202799259,100.59571321886185,54
163,13.715926858917582,100.47828917518152,172
164,13.853478589991216,100.81027090865,37
165,13.734451237416492,100.51625721246063,112
166,13.789627483294606,100.5747777378666,226
167,13.741703503620819,100.49843785759572,133
168,13.716321442514257,100.56993822398653,144
169,13.941901749119623,100.62198416123903,93
170,13.796432716662894,100.50707754645393,122
171,13.762941297016988,100.40571367794716,88
172,13.908423917267118,100.7424788827606,17
173,13.8094533699528,100.92267815193,10
174,13.665790832191664,100.40741156004238,149
175,13.756273593764922,100.54292994435151,191
176,13.756158606409882,100.42701559166736,34
177,13.898446373104983,100.63540596623638,58
178,13.698751986625808,100.46906310415768,99
179,13.707245542915171,100.54210640526264,117
180,13.842147113283195,100.59746912663384,143
181,13.803138500279237,100.71973084227079,38
182,13.801394721079289,100.55591237953077,183
183,13.774493608249442,100.74584697412236,68
184,13.757049451507747,100.56589548594437,190
185,13.65142639400712,100.4797498523558,50
186,13.76602583374193,100.6035419361027,115
187,13.806561162561787,100.53429539046518,305
188,13.708924355770511,100.39394475917872,86
189,13.713980012269056,100.82154708245945,36
190,13.7031444137778,100.52913120346221,95
191,13.672427970941907,100.38382905147094,32
192,13.79529174504034,100.44957024564272,103
193,13.804962797554312,100.61736046534466,131
194,13.662331768131338,100.4367897294857,121
195,13.72082320349331,100.68524821528261,42
196,13.721342146439744,100.45918065515227,207
197,13.841324498297478,100.73467323779391,46
198,13.736964249441455,100.56169219988699,156
199,13.697104347370438,100.60418709071827,121
200,13.74889569198271,100.56320906854567,148
201,13.8597283010515,100.70737385978292,24
202,13.67042763986588,100.61695711171637,58
203,13.792043748379776,100.59776132220985,129
204,13.920289254477796,100.67956034443037,54
205,13.747831493624627,100.6053757199438,190
206,13.772686555401652,100.65909728827596,89
207,13.88704578458342,100.60532479472214,136
208,13.7354074676808,100.69484483828434,60
209,13.676753100399146,100.5004755960417,130
210,13.774363554789167,100.58315442879916,120
211,13.81481179043068,100.59229522457603,106
212,13.666759286914383,100.69375466116851,47
213,13.922995760095747,100.62454409774186,75
214,13.855582688913266,100.54816143029974,154
215,13.865531927772578,100.64526650484743,97
216,13.778737005289823,100.62036558000008,130
217,13.803745805946662,100.74181101197892,56
218,13.681986357515319,100.61017641194313,141
219,13.832850677590727,100.69824012573818,33
220,13.778661926077232,100.54393388452165,121
221,13.764718783290409,100.48884730578497,193
222,13.755873972452312,100.52141806408221,167
223,13.904461400539581,100.72214155750484,31
224,13.681349764211877,100.34694849783715,49
225,13.812817850065471,100.68483252621299,87
226,13.640240770739068,100.37143611003523,44
227,13.634175025911256,100.43055722375975,78
228,13.722565519133902,100.53014054657733,131
229,13.759221416830162,100.62962303272252,111
230,13.739537947975462,100.5985165456067,121
231,13.860461913720597,100.67527748321451,62
232,13.760941755771475,100.3687057478885,40
233,13.726464563637482,100.74882415397012,81
234,13.726722613158234,100.36856186382639,47
235,13.736810406706969,100.61714352136408,98
236,13.895297238759365,100.69065041203878,41
237,13.741407469916817,100.67481687580067,60
238,13.696699552095566,100.41168658054633,90
239,13.77048235004305,100.69048358229,40
240,13.788149227556545,100.56154874676159,202
241,13.754763203902352,100.58251464082026,114
242,13.703813400841494,100.69941357963855,69
243,13.839924702978323,100.5432202743827,192
244,13.779770669976182,100.50587038293139,165
245,13.741605352330282,100.58767148661045,156
246,13.756868561389172,100.772856680002,35
247,13.73937260802537,100.4855638441426,92
248,13.698857115296132,100.59057410373921,38
249,13.722796964627337,100.55764669127922,190
250,13.665868201317865,100.6325607319333,97
251,13.934909606351692,100.56853126274872,94
252,13.746950604022818,100.54090225197443,176
253,13.741722149616475,100.4232903069295,40
254,13.894117385478271,100.55865469799583,96
255,13.872807447404062,100.57517570656388,144
256,13.711053776237618,100.4411175950173,89
257,13.758804486934785,100.729361824795,28
258,13.837743725973729,100.66180554840616,107
259,13.725742883473197,100.54198639928518,137
260,13.796957762485778,100.65033127285,90
261,13.715412647099733,100.50077387103349,112
262,13.820019385681784,100.55896535053799,139
263,13.796325869705226,100.70366021584348,66
264,13.575312766220177,100.42740917381235,17
265,13.76834066458065,100.571606878142,149
266,13.809640444138,100.80572468951407,32
267,13.732016325612193,100.43394903528788,52
268,13.786908245923678,100.36523174244186,116
269,13.774257376655006,100.5257530065516,182
270,13.764639917784967,100.53998299877402,211
271,13.647202364204988,100.49679460190815,81
272,13.68467529019347,100.52599272899704,81
273,13.768894556140024,100.34476471377162,43
274,13.743517593455987,100.46915317845253,83
275,13.747539313131146,100.50700149847823,124
276,13.867060880004672,100.55509619475782,55
277,13.761213205089385,100.79710477371539,52
278,13.707997059528276,100.37689224434696,148
279,13.79325960673496,100.4103726701868,50
280,13.752607376985113,100.44825143957,71
281,13.856919158932909,100.87100385014061,33
282,13.795496524966333,100.43128812968695,36
283,13.718131869143589,100.6691948383049,51
284,13.829160542616247,100.61140272913902,81
285,13.750876220924692,100.5543818204437,130
286,13.883087629232323,100.6862375769071,31
287,13.805081746450417,100.8887479806475,12
288,13.645093601268806,100.40861135368955,155
289,13.788391533634034,100.33762696567088,91
290,13.702871288517462,100.4855212604655,169
291,13.894872373146283,100.6568622223205,60
292,13.774386712135811,100.60828479183614,101
293,13.835580836026416,100.7152518677625,36
294,13.727112330201141,100.40099214058702,57
295,13.723171176745543,100.59593304174852,68
296,13.79496368943331,100.62745732366146,55
297,13.809169269597094,100.83992804166907,32
298,13.746178944056648,100.52117415380566,122
299,13.767508965654844,100.5047514599259,122
