geometry,name,lon,lat
POINT (100.58798165487593 13.698297596185425),PTT,100.58798165487593,13.698297596185425
POINT (100.48492181408774 13.686951625525467),Shell,100.48492181408774,13.686951625525467
POINT (100.49412147050363 13.685866487076702),Susco,100.49412147050363,13.685866487076702
POINT (100.49645545885036 13.679941434209642),ป.ต.ท.,100.49645545885036,13.679941434209642
POINT (100.48853833235411 13.650963244240419),Susco,100.48853833235411,13.650963244240419
POINT (100.53549153393463 13.81647476253261),บางจาก,100.53549153393463,13.81647476253261
POINT (100.47059771484942 13.744685593595689),สยามแก๊ส,100.47059771484942,13.744685593595689
POINT (100.54773597063769 13.67961737638466),ซัสโก้,100.54773597063769,13.67961737638466
POINT (100.56552405000298 13.81038890000288),บางจาก,100.56552405000298,13.81038890000288
POINT (100.53187722179567 13.777751665245429),บางจาก,100.53187722179567,13.777751665245429
POINT (100.59122172204962 13.821800078723133),ป.ต.ท.,100.59122172204962,13.821800078723133
POINT (100.55261397510041 13.788703282691278),บางจาก,100.55261397510041,13.788703282691278
POINT (100.49245330001156 13.707722950005087),บางจาก,100.49245330001156,13.707722950005087
POINT (100.56631267509823 13.891592067140499),บางจาก,100.56631267509823,13.891592067140499
POINT (100.57808884546405 13.80330073208695),บางจาก,100.57808884546405,13.80330073208695
POINT (100.65030624999356 13.731519850003801),PTT,100.65030624999356,13.731519850003801
POINT (100.513329931878 13.787260238727903),บางจาก,100.513329931878,13.787260238727903
POINT (100.65165399070685 13.793249067526855),บางจาก,100.65165399070685,13.793249067526855
POINT (100.65026284535392 13.716413245267429),ป.ต.ท.,100.65026284535392,13.716413245267429
POINT (100.55394442632046 13.773169401949646),ป.ต.ท.,100.55394442632046,13.773169401949646
POINT (100.55498566455661 13.775386423228074),บางจาก,100.55498566455661,13.775386423228074
POINT (100.55411773200494 13.773709495790547),เชลล์,100.55411773200494,13.773709495790547
POINT (100.55039480749838 13.765122724689636),บางจาก,100.55039480749838,13.765122724689636
POINT (100.55563599823839 13.779512041299093),ป.ต.ท.,100.55563599823839,13.779512041299093
POINT (100.52837082156752 13.78992715528127),ป.ต.ท.,100.52837082156752,13.78992715528127
POINT (100.53037931291482 13.79359747049043),ป.ต.ท.,100.53037931291482,13.79359747049043
POINT (100.53932693625048 13.783495089354126),บางจาก,100.53932693625048,13.783495089354126
POINT (100.6334499341317 13.878830990778587),ป.ต.ท.,100.6334499341317,13.878830990778587
POINT (100.64513142866889 13.869276471264671),PT,100.64513142866889,13.869276471264671
POINT (100.70697744999926 13.866500249996871),ซัสไก้,100.70697744999926,13.866500249996871
POINT (100.54382508027071 13.778325368071187),บางจาก,100.54382508027071,13.778325368071187
POINT (100.54427582562197 13.779717628250902),เชลล์,100.54427582562197,13.779717628250902
POINT (100.57298104545688 13.88950874448119),ปตท.แจ้งวัฒนะ (หลักสี่),100.57298104545688,13.88950874448119
POINT (100.49129783591034 13.719708761570548),Caltex,100.49129783591034,13.719708761570548
POINT (100.54221940778054 13.67413101637608),สยามแก๊ส,100.54221940778054,13.67413101637608
POINT (100.5443015176029 13.777749704388302),คาลเท็กซ์,100.5443015176029,13.777749704388302
POINT (100.54834899997867 13.808746549986255),PTT,100.54834899997867,13.808746549986255
