LOCATION CODE,ROAD NAME,LATITUDE,LONGITUDE,NEGATIVE OFFSET,POSITIVE OFFSET
19718,สะพานข้ามทางยกระดับดอนเมือง-รังสิต,13.84118,100.55835,,20389.0
20389,สะพานข้ามทางยกระดับดอนเมือง-รังสิต,13.83976,100.55807,19718.0,
19834,สะพานข้ามทางยกระดับดอนเมือง-รังสิต,13.95178,100.6196,,19818.0
19818,สะพานข้ามทางยกระดับดอนเมือง-รังสิต,13.95154,100.61946,19834.0,19819.0
19819,สะพานข้ามทางยกระดับดอนเมือง-รังสิต,13.9326,100.60877,19818.0,19820.0
19820,สะพานข้ามทางยกระดับดอนเมือง-รังสิต,13.90755,100.59474,19819.0,19821.0
19821,สะพานข้ามทางยกระดับดอนเมือง-รังสิต,13.88577,100.58259,19820.0,19822.0
19822,สะพานข้ามทางยกระดับดอนเมือง-รังสิต,13.87544,100.57678,19821.0,19823.0
19823,สะพานข้ามทางยกระดับดอนเมือง-รังสิต,13.86096,100.56892,19822.0,19824.0
19824,สะพานข้ามทางยกระดับดอนเมือง-รังสิต,13.85397,100.56518,19823.0,19825.0
19825,สะพานข้ามทางยกระดับดอนเมือง-รังสิต,13.84443,100.55998,19824.0,19826.0
19826,สะพานข้ามทางยกระดับดอนเมือง-รังสิต,13.84118,100.55835,19825.0,19720.0
19720,สะพานข้ามทางยกระดับดอนเมือง-รังสิต,13.8265,100.55802,19826.0,19827.0
19827,สะพานข้ามทางยกระดับดอนเมือง-รังสิต,13.81071,100.55962,19720.0,19828.0
19828,สะพานข้ามทางยกระดับดอนเมือง-รังสิต,13.80479,100.56032,19827.0,19723.0
19723,สะพานข้ามทางยกระดับดอนเมือง-รังสิต,13.77854,100.55619,19828.0,19831.0
19831,สะพานข้ามทางยกระดับดอนเมือง-รังสิต,13.76862,100.55079,19723.0,
46440,ทิศตะวันออก สนามบิน,13.7096,100.76946,,46441.0
46443,เอกชัย 32,13.69022,100.44929,,46444.0
46444,เอกชัย 32,13.68993,100.44964,46443.0,46445.0
46445,เอกชัย 32,13.68951,100.45011,46444.0,46446.0
46446,เอกชัย 32,13.6887,100.45117,46445.0,
46447,เอกชัย 34,13.68909,100.44634,,46448.0
46448,เอกชัย 34,13.68824,100.44727,46447.0,46449.0
46449,เอกชัย 34,13.68794,100.44762,46448.0,46450.0
46450,เอกชัย 34,13.68759,100.44803,46449.0,46451.0
46451,เอกชัย 34,13.68683,100.44874,46450.0,
46452,เอกชัย 34 แยก 2,13.68759,100.44803,,46453.0
46453,เอกชัย 34 แยก 2,13.68951,100.45011,46452.0,
46454,เอกชัย 34 แยก 4,13.68794,100.44762,,46455.0
46455,เอกชัย 34 แยก 4,13.68993,100.44964,46454.0,
46456,เอกชัย 34 แยก 6,13.68824,100.44727,,46457.0
46457,เอกชัย 34 แยก 6,13.69022,100.44929,46456.0,
46458,เอกชัย 36,13.68675,100.44436,,46459.0
46459,เอกชัย 36,13.68518,100.44571,46458.0,
46460,เอกชัย 43,13.68375,100.44647,,46461.0
46461,เอกชัย 43,13.68497,100.44539,46460.0,
46462,เอกชัย 43 แยก 2,13.68269,100.44463,,46463.0
46463,เอกชัย 43 แยก 2,13.68375,100.44647,46462.0,
46464,เอกชัย 43 แยก 2-3,13.68171,100.44341,,46465.0
46465,เอกชัย 43 แยก 2-3,13.68269,100.44463,46464.0,
46466,เอกชัย 45,13.68171,100.44341,,46467.0
46467,เอกชัย 45,13.68328,100.44233,46466.0,
46468,เอกชัย 69,13.67178,100.4389,,46469.0
46469,เอกชัย 69,13.6787,100.43409,46468.0,
46470,เอกมัย 12,13.73088,100.58643,,46471.0
46471,เอกมัย 12,13.72996,100.59153,46470.0,
46472,เอกมัย 21,13.73887,100.58727,,46473.0
46473,เอกมัย 21,13.73855,100.58886,46472.0,
46474,เอกมัย 22,13.73591,100.58808,,46475.0
46475,เอกมัย 22,13.73528,100.59026,46474.0,
46476,เอกมัย 5,13.73154,100.58456,,46477.0
46477,เอกมัย 5,13.73088,100.58643,46476.0,
46478,ถนนแฮปปีแลนด์สาย 1,13.76806,100.64181,,46479.0
46479,ถนนแฮปปีแลนด์สาย 1,13.77299,100.64153,46478.0,46480.0
46480,ถนนแฮปปีแลนด์สาย 1,13.77884,100.64093,46479.0,46481.0
46481,ถนนแฮปปีแลนด์สาย 1,13.77958,100.64192,46480.0,46482.0
46482,ถนนแฮปปีแลนด์สาย 1,13.78053,100.64505,46481.0,
46483,ถนนแฮปปีแลนด์สาย 2,13.76726,100.64304,,46484.0
46484,ถนนแฮปปีแลนด์สาย 2,13.77285,100.64251,46483.0,46485.0
46485,ถนนแฮปปีแลนด์สาย 2,13.77958,100.64192,46484.0,
27009,ถนนอังรีดูนังต์,13.73082,100.53365,,27006.0
27006,ถนนอังรีดูนังต์,13.73424,100.53415,27009.0,27007.0
27007,ถนนอังรีดูนังต์,13.738,100.53474,27006.0,27008.0
27008,ถนนอังรีดูนังต์,13.74532,100.53585,27007.0,
21511,ทางหลวงหมายเลข 338,13.78771,100.33259,,21505.0
21505,ทางหลวงหมายเลข 338,13.78834,100.35881,21511.0,21506.0
21506,ทางหลวงหมายเลข 338,13.78341,100.40445,21505.0,21509.0
21509,ทางหลวงหมายเลข 338,13.78007,100.44288,21506.0,21507.0
21507,ทางหลวงหมายเลข 338,13.78236,100.45049,21509.0,21508.0
21508,ทางหลวงหมายเลข 338,13.78766,100.46889,21507.0,
21510,ทางหลวงหมายเลข 338,13.78771,100.33259,21504.0,
46486,ถนนหัวหมาก,13.752,100.61731,,46487.0
46487,ถนนหัวหมาก,13.75432,100.62429,46486.0,46488.0
46488,ถนนหัวหมาก,13.75538,100.62855,46487.0,46489.0
46489,ถนนหัวหมาก,13.75464,100.62982,46488.0,46490.0
46490,ถนนหัวหมาก,13.75429,100.63046,46489.0,46491.0
46491,ถนนหัวหมาก,13.75288,100.63239,46490.0,46492.0
46492,ถนนหัวหมาก,13.75214,100.63528,46491.0,46493.0
46493,ถนนหัวหมาก,13.75224,100.64035,46492.0,46494.0
46494,ถนนหัวหมาก,13.75196,100.64524,46493.0,
24000,ถนนวงแหวนอุตสาหกรรม,13.66891,100.53852,,24001.0
24001,ถนนวงแหวนอุตสาหกรรม,13.67315,100.53877,24000.0,24002.0
24002,ถนนวงแหวนอุตสาหกรรม,13.67774,100.53946,24001.0,24003.0
24003,ถนนวงแหวนอุตสาหกรรม,13.68221,100.54099,24002.0,24024.0
24024,ถนนวงแหวนอุตสาหกรรม,13.68576,100.54794,24003.0,
46495,ถนนวงแหวนอุตสาหกรรม,13.66404,100.51696,,46496.0
46496,ถนนวงแหวนอุตสาหกรรม,13.66407,100.52697,46495.0,46497.0
46497,ถนนวงแหวนอุตสาหกรรม,13.66497,100.53811,46496.0,
46498,อินทามระ 45,13.7861,100.56702,,46499.0
46499,อินทามระ 45,13.78582,100.57387,46498.0,
46500,ถนนอินทราภรณ์,13.77779,100.60748,,46501.0
46501,ถนนอินทราภรณ์,13.77473,100.611,46500.0,46502.0
46502,ถนนอินทราภรณ์,13.77078,100.61484,46501.0,
46503,อิสรภาพ 37,13.74869,100.47423,,46504.0
46504,อิสรภาพ 37,13.74985,100.47869,46503.0,
46505,อิสรภาพ 39,13.75221,100.47809,,46506.0
46506,อิสรภาพ 39,13.75159,100.47462,46505.0,
30000,ถนนอิสรภาพ,13.72841,100.50179,,30001.0
30001,ถนนอิสรภาพ,13.73088,100.49468,30000.0,30002.0
30002,ถนนอิสรภาพ,13.73341,100.49139,30001.0,30003.0
30003,ถนนอิสรภาพ,13.73639,100.4871,30002.0,30004.0
30004,ถนนอิสรภาพ,13.7404,100.48392,30003.0,30005.0
30005,ถนนอิสรภาพ,13.74376,100.48131,30004.0,30006.0
30006,ถนนอิสรภาพ,13.74661,100.47989,30005.0,30007.0
30007,ถนนอิสรภาพ,13.74983,100.47872,30006.0,30008.0
30008,ถนนอิสรภาพ,13.75216,100.47809,30007.0,30009.0
30009,ถนนอิสรภาพ,13.75556,100.47798,30008.0,30010.0
30010,ถนนอิสรภาพ,13.75988,100.47781,30009.0,
46507,จ่าโสด แยก 12,13.66571,100.59195,,46508.0
46508,จ่าโสด แยก 12,13.6656,100.59367,46507.0,
46509,กำนันแม้น 17,13.69431,100.4316,,46510.0
46510,กำนันแม้น 17,13.69688,100.4359,46509.0,
46511,กำนันแม้น 8,13.68705,100.4441,,46512.0
46512,กำนันแม้น 8,13.68909,100.44634,46511.0,
42501,ถนนกำแพงเพชร 2,13.79778,100.54846,,42502.0
42502,ถนนกำแพงเพชร 2,13.80311,100.5482,42501.0,42503.0
42503,ถนนกำแพงเพชร 2,13.80741,100.54812,42502.0,42504.0
42504,ถนนกำแพงเพชร 2,13.81296,100.55,42503.0,42505.0
42505,ถนนกำแพงเพชร 2,13.81831,100.54956,42504.0,42506.0
42506,ถนนกำแพงเพชร 2,13.82235,100.54878,42505.0,42507.0
42507,ถนนกำแพงเพชร 2,13.82907,100.55308,42506.0,
46513,ถนนกำแพงเพชร 2,13.80954,100.54817,,46514.0
46514,ถนนกำแพงเพชร 2,13.81137,100.54598,46513.0,46515.0
46515,ถนนกำแพงเพชร 2,13.82262,100.54798,46514.0,
42000,ถนนกำแพงเพชร,13.7969,100.53834,,42001.0
42001,ถนนกำแพงเพชร,13.79787,100.5412,42000.0,42002.0
42002,ถนนกำแพงเพชร,13.79751,100.54393,42001.0,42003.0
42003,ถนนกำแพงเพชร,13.79772,100.54846,42002.0,42004.0
42004,ถนนกำแพงเพชร,13.79791,100.55106,42003.0,
15200,ถนนกำแพงเพชร,13.68353,100.40773,,15201.0
15201,ถนนกำแพงเพชร,13.68682,100.42606,15200.0,15202.0
15202,ถนนกำแพงเพชร,13.71309,100.46155,15201.0,15203.0
15203,ถนนกำแพงเพชร,13.71544,100.47827,15202.0,
19523,ถนนกาญจนาภิเษก,13.80132,100.41061,,19508.0
20016,ถนนกาญจนาภิเษก,13.91659,100.70106,,20008.0
19520,ถนนกาญจนาภิเษก,13.62676,100.51497,,19502.0
19502,ถนนกาญจนาภิเษก,13.62086,100.48797,19520.0,19503.0
19503,ถนนกาญจนาภิเษก,13.62608,100.44239,19502.0,19504.0
19504,ถนนกาญจนาภิเษก,13.65881,100.40524,19503.0,19505.0
19505,ถนนกาญจนาภิเษก,13.70439,100.40644,19504.0,19506.0
19506,ถนนกาญจนาภิเษก,13.74897,100.40604,19505.0,19507.0
19507,ถนนกาญจนาภิเษก,13.79355,100.41006,19506.0,19522.0
19522,ถนนกาญจนาภิเษก,13.80132,100.41061,19507.0,
20000,ถนนกาญจนาภิเษก,13.65347,100.6893,,20001.0
20001,ถนนกาญจนาภิเษก,13.67838,100.69934,20000.0,20002.0
20002,ถนนกาญจนาภิเษก,13.73242,100.70267,20001.0,20003.0
20003,ถนนกาญจนาภิเษก,13.76618,100.69361,20002.0,20004.0
20004,ถนนกาญจนาภิเษก,13.80901,100.67838,20003.0,20005.0
20005,ถนนกาญจนาภิเษก,13.82704,100.67459,20004.0,20006.0
20006,ถนนกาญจนาภิเษก,13.85428,100.67412,20005.0,20007.0
20007,ถนนกาญจนาภิเษก,13.8942,100.69172,20006.0,20015.0
20015,ถนนกาญจนาภิเษก,13.91659,100.70106,20007.0,
19521,ถนนกาญจนาภิเษก,13.62676,100.51497,19501.0,
14190,ถนนเกษมราษฎร์,13.71131,100.56372,,14191.0
14191,ถนนเกษมราษฎร์,13.71469,100.56527,14190.0,14192.0
14192,ถนนเกษมราษฎร์,13.71716,100.56637,14191.0,14193.0
14193,ถนนเกษมราษฎร์,13.71899,100.56717,14192.0,
45912,ถนนเกษตร-นวมินทร์,13.83973,100.57553,,45907.0
45907,ถนนเกษตร-นวมินทร์,13.84172,100.59493,45912.0,45908.0
45908,ถนนเกษตร-นวมินทร์,13.83321,100.61026,45907.0,45909.0
45909,ถนนเกษตร-นวมินทร์,13.82571,100.62827,45908.0,45910.0
45910,ถนนเกษตร-นวมินทร์,13.80971,100.6501,45909.0,
46523,ถนนกิ่งแก้ว,13.71725,100.7412,46522.0,46524.0
46524,ถนนกิ่งแก้ว,13.72233,100.7398,46523.0,
34501,ถนนกรุงเกษม,13.73808,100.51541,,34502.0
34502,ถนนกรุงเกษม,13.74553,100.51617,34501.0,34503.0
34503,ถนนกรุงเกษม,13.74909,100.51674,34502.0,34504.0
34504,ถนนกรุงเกษม,13.7509,100.51699,34503.0,34510.0
34510,ถนนกรุงเกษม,13.7533,100.51714,34504.0,34505.0
34505,ถนนกรุงเกษม,13.7566,100.51606,34510.0,34506.0
34506,ถนนกรุงเกษม,13.76015,100.51286,34505.0,34507.0
34507,ถนนกรุงเกษม,13.76354,100.50938,34506.0,34508.0
34508,ถนนกรุงเกษม,13.7665,100.50672,34507.0,34509.0
34509,ถนนกรุงเกษม,13.76964,100.5037,34508.0,
25000,ถนนกรุงธน,13.71544,100.47827,,25001.0
25001,ถนนกรุงธน,13.71912,100.48581,25000.0,25002.0
25002,ถนนกรุงธน,13.72071,100.49119,25001.0,25003.0
25003,ถนนกรุงธน,13.72108,100.4955,25002.0,25004.0
25004,ถนนกรุงธน,13.72099,100.49939,25003.0,25005.0
25005,ถนนกรุงธน,13.72052,100.50729,25004.0,25022.0
25022,ถนนกรุงธน,13.7195,100.5117,25005.0,
45610,ถนนลาดกระบัง,13.72146,100.69779,,45611.0
45611,ถนนลาดกระบัง,13.72158,100.70272,45610.0,45612.0
45612,ถนนลาดกระบัง,13.72213,100.7163,45611.0,45613.0
45613,ถนนลาดกระบัง,13.72251,100.73992,45612.0,
43000,ถนนลาดพร้าว,13.81339,100.56028,,43001.0
43001,ถนนลาดพร้าว,13.81101,100.56476,43000.0,43002.0
43002,ถนนลาดพร้าว,13.80992,100.56669,43001.0,43003.0
43003,ถนนลาดพร้าว,13.80803,100.57006,43002.0,43004.0
43004,ถนนลาดพร้าว,13.80534,100.57495,43003.0,43024.0
43024,ถนนลาดพร้าว,13.80325,100.57901,43004.0,43005.0
43005,ถนนลาดพร้าว,13.8021,100.58079,43024.0,43006.0
43006,ถนนลาดพร้าว,13.80068,100.58326,43005.0,43007.0
43007,ถนนลาดพร้าว,13.79834,100.58736,43006.0,43008.0
43008,ถนนลาดพร้าว,13.79485,100.59361,43007.0,43009.0
43009,ถนนลาดพร้าว,13.7915,100.59973,43008.0,43010.0
43010,ถนนลาดพร้าว,13.78846,100.6052,43009.0,43011.0
43011,ถนนลาดพร้าว,13.7864,100.60881,43010.0,43012.0
43012,ถนนลาดพร้าว,13.7812,100.61816,43011.0,43013.0
43013,ถนนลาดพร้าว,13.77504,100.62922,43012.0,43014.0
43014,ถนนลาดพร้าว,13.76791,100.64192,43013.0,43025.0
43025,ถนนลาดพร้าว,13.7674,100.6432,43014.0,43015.0
43015,ถนนลาดพร้าว,13.7665,100.64504,43025.0,43023.0
43023,ถนนลาดพร้าว,13.76649,100.64806,43015.0,43016.0
43016,ถนนลาดพร้าว,13.77266,100.65447,43023.0,
46525,ถนนลาดปลาเค้า,13.83382,100.59207,,46526.0
46526,ถนนลาดปลาเค้า,13.84172,100.59493,46525.0,
46527,ถนนลาดพร้าววังหิน 83,13.83192,100.59184,,46528.0
46528,ถนนลาดพร้าววังหิน 83,13.83258,100.59189,46527.0,
46531,ลาซาล 12,13.65935,100.60724,,46532.0
46532,ลาซาล 12,13.66116,100.6078,46531.0,
46533,ลาซาล 16,13.65847,100.60977,,46534.0
46534,ลาซาล 16,13.6606,100.61051,46533.0,
46535,ลาซาล 20,13.66032,100.61202,,46536.0
46536,ลาซาล 20,13.66384,100.61322,46535.0,
46537,ลาซาล 24,13.65451,100.61171,,46538.0
46538,ลาซาล 24,13.65942,100.61389,46537.0,46539.0
46539,ลาซาล 24,13.66326,100.61562,46538.0,
46540,ลาซาล 29,13.66296,100.61681,,46541.0
46541,ลาซาล 29,13.66616,100.61691,46540.0,
46542,ลาซาล 55,13.65953,100.6298,,46543.0
46543,ลาซาล 55,13.66256,100.63033,46542.0,
46544,ลาดพร้าว 23,13.80516,100.57543,,46545.0
46545,ลาดพร้าว 23,13.80998,100.57603,46544.0,46546.0
46546,ลาดพร้าว 23,13.81164,100.5787,46545.0,
46547,ลาดพร้าว 101,13.77514,100.62917,,46548.0
46548,ลาดพร้าว 101,13.77968,100.63016,46547.0,46549.0
46549,ลาดพร้าว 101,13.78511,100.63026,46548.0,46550.0
46550,ลาดพร้าว 101,13.78606,100.62984,46549.0,46551.0
46551,ลาดพร้าว 101,13.78919,100.62878,46550.0,
46552,ลาดพร้าว 101/1,13.77447,100.63033,,46553.0
46553,ลาดพร้าว 101/1,13.7794,100.63146,46552.0,
46554,ลาดพร้าว 101/1 แยก 21,13.77968,100.63016,,46555.0
46555,ลาดพร้าว 101/1 แยก 21,13.7794,100.63146,46554.0,
46556,ลาดพร้าว 107,13.77218,100.63449,,46557.0
46557,ลาดพร้าว 107,13.77817,100.63333,46556.0,46558.0
46558,ลาดพร้าว 107,13.77968,100.63773,46557.0,46559.0
46559,ลาดพร้าว 107,13.78662,100.63505,46558.0,
46560,ลาดพร้าว 112,13.76766,100.61459,,46561.0
46561,ลาดพร้าว 112,13.77078,100.61484,46560.0,46562.0
46562,ลาดพร้าว 112,13.77121,100.61826,46561.0,46563.0
46563,ลาดพร้าว 112,13.78103,100.61815,46562.0,
46564,ลาดพร้าว 130,13.76346,100.63364,,46565.0
46565,ลาดพร้าว 130,13.77346,100.63181,46564.0,
46566,ลาดพร้าว 15,13.80803,100.57006,,46567.0
46567,ลาดพร้าว 15,13.81423,100.57325,46566.0,
46568,ลาดพร้าว 18,13.80312,100.57006,,46569.0
46569,ลาดพร้าว 18,13.80803,100.57006,46568.0,
46570,ลาดพร้าว 48,13.79237,100.58227,,46571.0
46571,ลาดพร้าว 48,13.79832,100.58727,46570.0,
46572,ลาดพร้าว 87,13.78166,100.61748,,46573.0
46573,ลาดพร้าว 87,13.78852,100.61819,46572.0,
46574,ลาดพร้าว 87 แยก 10,13.79011,100.61847,,46575.0
46575,ลาดพร้าว 87 แยก 10,13.79,100.619,46574.0,
46576,ลาดพร้าว 87 แยก 12,13.79,100.619,,46577.0
46577,ลาดพร้าว 87 แยก 12,13.79225,100.61938,46576.0,
46578,ลาดพร้าว 87 แยก 8,13.78968,100.6184,,46579.0
46579,ลาดพร้าว 87 แยก 8,13.79,100.619,46578.0,
46580,ลาดพร้าว 93,13.78021,100.61991,,46581.0
46581,ลาดพร้าว 93,13.7812,100.62107,46580.0,46582.0
46582,ลาดพร้าว 93,13.78387,100.62255,46581.0,46583.0
46583,ลาดพร้าว 93,13.78503,100.63029,46582.0,
46584,ลาดพร้าววังหิน 44,13.81675,100.59123,,46585.0
46585,ลาดพร้าววังหิน 44,13.81689,100.59342,46584.0,
46586,ลาดพร้าววังหิน 52,13.82017,100.59148,,46587.0
46587,ลาดพร้าววังหิน 52,13.82027,100.59356,46586.0,
46588,ลาดพร้าววังหิน 79,13.82417,100.58965,,46589.0
46589,ลาดพร้าววังหิน 79,13.82445,100.59162,46588.0,
45501,ถนนลาดหญ้า,13.7264,100.49376,,45502.0
45502,ถนนลาดหญ้า,13.72841,100.50179,45501.0,45503.0
45503,ถนนลาดหญ้า,13.72999,100.50873,45502.0,
46590,ลาดพร้าว 71,13.78706,100.6077,,46591.0
46591,ลาดพร้าว 71,13.79505,100.60897,46590.0,
46592,ถนนเลียบคลองประปา,13.89527,100.55434,,46593.0
46593,ถนนเลียบคลองประปา,13.90685,100.55702,46592.0,46594.0
46594,ถนนเลียบคลองประปา,13.91973,100.56004,46593.0,46595.0
46595,ถนนเลียบคลองประปา,13.93421,100.56346,46594.0,
46596,ถนนเลียบคลองเปรมประชากร,13.93434,100.60811,,46597.0
46597,ถนนเลียบคลองเปรมประชากร,13.94257,100.60717,46596.0,46598.0
46598,ถนนเลียบคลองเปรมประชากร,13.9494,100.60471,46597.0,46599.0
46600,ถนนเลียบคลองหกวา,13.92975,100.66006,,46601.0
46601,ถนนเลียบคลองหกวา,13.93017,100.67076,46600.0,46602.0
46602,ถนนเลียบคลองหกวา,13.93049,100.67917,46601.0,46603.0
46603,ถนนเลียบคลองหกวา,13.93053,100.68354,46602.0,
46604,ถนนเลียบคลองสอง(เหนือ),13.91947,100.63221,,46605.0
46605,ถนนเลียบคลองสอง(เหนือ),13.92236,100.63397,46604.0,
46606,ถนนเลียบคลองสอง,13.90437,100.6184,,46607.0
46607,ถนนเลียบคลองสอง,13.90542,100.62133,46606.0,46608.0
46608,ถนนเลียบคลองสอง,13.90563,100.62203,46607.0,46609.0
46609,ถนนเลียบคลองสอง,13.90813,100.6258,46608.0,
46610,ถนนหลวง,13.73851,100.51708,,46611.0
46611,ถนนหลวง,13.7386,100.51606,46610.0,46612.0
46612,ถนนหลวง,13.7456,100.51609,46611.0,
46613,หลวงวิเชียรแพทยาคม,13.84565,100.52684,,46614.0
46618,ถนนหลวงวิเชียรแพทยาคม,13.84498,100.52282,46617.0,46619.0
46619,ถนนหลวงวิเชียรแพทยาคม,13.84565,100.52684,46618.0,
46622,ถนนลูกหลวง,13.76099,100.51223,,46623.0
46623,ถนนลูกหลวง,13.76031,100.51309,46622.0,46624.0
46624,ถนนลูกหลวง,13.75666,100.51656,46623.0,
33001,ถนนมหาชัย,13.74502,100.50262,,33002.0
33002,ถนนมหาชัย,13.74695,100.5032,33001.0,33003.0
33003,ถนนมหาชัย,13.74917,100.50376,33002.0,33004.0
33004,ถนนมหาชัย,13.75212,100.50451,33003.0,33013.0
33013,ถนนมหาชัย,13.75613,100.50512,33004.0,
31533,ถนนมหานคร,13.72605,100.51891,,31510.0
31510,ถนนมหานคร,13.73063,100.5182,31533.0,31511.0
31511,ถนนมหานคร,13.73377,100.51857,31510.0,31512.0
31512,ถนนมหานคร,13.73667,100.51916,31511.0,31513.0
31513,ถนนมหานคร,13.74058,100.51973,31512.0,
31508,ถนนมเหสักข์,13.72317,100.51926,,31509.0
31509,ถนนมเหสักข์,13.72605,100.51891,31508.0,
15150,ถนนมักกะสัน,13.75485,100.54218,,15151.0
15151,ถนนมักกะสัน,13.75184,100.55486,15150.0,15152.0
15152,ถนนมักกะสัน,13.75015,100.56362,15151.0,
46625,ถนนมักกะสัน,13.74994,100.55446,,46626.0
46626,ถนนมักกะสัน,13.7518,100.55486,46625.0,
19631,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.74376,100.64298,,20367.0
20367,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.7451,100.6433,19631.0,
19637,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.73864,100.64193,,20373.0
20373,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.73583,100.64124,19637.0,
19630,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.74503,100.64342,,20366.0
20366,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.74363,100.64308,19630.0,
46070,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.73803,100.70311,,20312.0
20312,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.73518,100.70399,46070.0,
19634,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.73978,100.64203,,20370.0
20370,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.74204,100.64258,19634.0,
19602,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.73368,100.76069,,20349.0
20349,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.72962,100.75725,19602.0,
46063,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.74363,100.64308,,20308.0
20308,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.74008,100.64905,46063.0,
46077,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.72983,100.73964,,20317.0
20317,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.73005,100.74428,46077.0,
19599,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.73078,100.76248,,20347.0
20347,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.73377,100.76084,19599.0,
19639,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.73803,100.70311,,20375.0
20375,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.73409,100.70302,19639.0,
19640,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.73409,100.70302,,20376.0
20376,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.73023,100.70293,19640.0,
19636,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.73991,100.64222,,20372.0
20372,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.73864,100.64193,19636.0,
19638,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.73585,100.64102,,20374.0
20374,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.73861,100.6417,19638.0,
19635,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.73861,100.6417,,20371.0
20371,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.73978,100.64203,19635.0,
19633,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.74204,100.64258,,20369.0
20369,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.74376,100.64298,19633.0,
19632,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.74363,100.64308,,20368.0
20368,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.74186,100.64267,19632.0,
46073,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.72983,100.73964,,20314.0
20314,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.73034,100.74193,46073.0,
19647,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.70408,100.82343,,19535.0
19535,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.693,100.8289,19647.0,19536.0
19592,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.7021,100.82357,19591.0,19593.0
19593,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.70389,100.8227,19592.0,19655.0
19655,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.70441,100.82245,19593.0,
46069,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.73518,100.70399,,20311.0
20311,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.73272,100.69947,46069.0,
19627,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.73861,100.6417,,20364.0
20364,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.74246,100.63629,19627.0,
46061,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.74204,100.64258,,20306.0
20306,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.74176,100.64109,46061.0,
46080,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.73014,100.75047,,20320.0
20320,ทางหลวงพิเศษถนนกรุงเทพ-ชลบุรี(สายใหม่),13.72992,100.75097,46080.0,
