LOCATION CODE,ROAD NAME,LATITUDE,LONGITUDE,NEGATIVE OFFSET,POSITIVE OFFSET
47270,ซอยรามอินทรา 5,13.87127,100.61418,,47271.0
47271,ซอยรามอินทรา 5,13.87561,100.61917,47270.0,47272.0
47272,ซอยรามอินทรา 5,13.87782,100.62154,47271.0,
47273,ซอยพระราม 2 แยก 43 ซอย 12,13.66883,100.45663,,47274.0
47274,ซอยพระราม 2 แยก 43 ซอย 12,13.66894,100.45748,47273.0,
47275,ซอยรามคำแหง 21,13.75374,100.61167,,47276.0
47276,ซอยรามคำแหง 21,13.75829,100.60667,47275.0,47277.0
47277,ซอยรามคำแหง 21,13.76314,100.60065,47276.0,47278.0
47278,ซอยรามคำแหง 21,13.76384,100.5998,47277.0,
47279,ซอยรามคำแหง 24,13.75541,100.61356,,47280.0
47280,ซอยรามคำแหง 24,13.752,100.61731,47279.0,
47281,ซอยรามคำแหง 24/1,13.75538,100.62855,,47282.0
47282,ซอยรามคำแหง 24/1,13.76066,100.62796,47281.0,
47283,ซอยรามคำแหง 24/2,13.75464,100.62982,,47284.0
47284,ซอยรามคำแหง 24/2,13.76073,100.62905,47283.0,
47285,ซอยรามคำแหง 26,13.75429,100.63046,,47286.0
47286,ซอยรามคำแหง 26,13.75915,100.62996,47285.0,47287.0
47287,ซอยรามคำแหง 26,13.7608,100.62968,47286.0,
47288,ซอยรามคำแหง 26/1,13.75288,100.63239,,47289.0
47289,ซอยรามคำแหง 26/1,13.75506,100.63183,47288.0,47290.0
47290,ซอยรามคำแหง 26/1,13.76105,100.63109,47289.0,
47291,ซอยรามคำแหง 26/2,13.75506,100.63183,,47292.0
47292,ซอยรามคำแหง 26/2,13.76108,100.63165,47291.0,
47293,ซอยรามคำแหง 32,13.75214,100.63528,,47294.0
47294,ซอยรามคำแหง 32,13.75548,100.63683,47293.0,47295.0
47295,ซอยรามคำแหง 32,13.76161,100.63567,47294.0,
47296,ซอยรามคำแหง 43/1,13.75895,100.61688,,47297.0
47297,ซอยรามคำแหง 43/1,13.76766,100.61459,47296.0,
47298,ซอยรามคำแหง 53,13.75998,100.62019,,47299.0
47299,ซอยรามคำแหง 53,13.76416,100.61924,47298.0,47300.0
47300,ซอยรามคำแหง 53,13.77121,100.61826,47299.0,
47301,ซอยรามอินทรา 14,13.83227,100.61291,,47302.0
47302,ซอยรามอินทรา 14,13.83311,100.61608,47301.0,47303.0
47303,ซอยรามอินทรา 14,13.84111,100.61746,47302.0,47304.0
47304,ซอยรามอินทรา 14,13.84572,100.62027,47303.0,47305.0
47305,ซอยรามอินทรา 14,13.85022,100.62573,47304.0,47306.0
47306,ซอยรามอินทรา 14,13.8554,100.63136,47305.0,
47307,ซอยรามอินทรา 39,13.85751,100.62751,,47308.0
47308,ซอยรามอินทรา 39,13.86341,100.62722,47307.0,
47309,ซอยราษฎร์อุทิศ 1,13.6886,100.5199,,47310.0
47310,ซอยราษฎร์อุทิศ 1,13.69163,100.52263,47309.0,47311.0
47311,ซอยราษฎร์อุทิศ 1,13.69575,100.52448,47310.0,
47312,ซอยรัชดานิเวศน์ 5,13.77747,100.58646,,47313.0
47313,ซอยรัชดานิเวศน์ 5,13.77723,100.58752,47312.0,
47314,ซอยรัชดาภิเษก 32,13.81569,100.57553,,47315.0
47315,ซอยรัชดาภิเษก 32,13.81657,100.57807,47314.0,
47316,ซอยรัชดาภิเษก 36,13.81593,100.57969,,47317.0
47317,ซอยรัชดาภิเษก 36,13.81741,100.57969,47316.0,47318.0
47318,ซอยรัชดาภิเษก 36,13.8215,100.57941,47317.0,47319.0
47319,ซอยรัชดาภิเษก 36,13.82248,100.57937,47318.0,
47320,ซอยรัชดาภิเษก 36 แยก 11,13.82093,100.57944,,47321.0
47321,ซอยรัชดาภิเษก 36 แยก 11,13.82086,100.58177,47320.0,
47322,ซอยรัชดาภิเษก 36 แยก 9,13.8215,100.57941,,47323.0
47323,ซอยรัชดาภิเษก 36 แยก 9,13.82089,100.58176,47322.0,
47324,ซอยรัชดาภิเษก 36 แยก 9-3,13.82089,100.58176,,47325.0
47325,ซอยรัชดาภิเษก 36 แยก 9-3,13.82333,100.58184,47324.0,
47326,ซอยรัชดาภิเษก 32 แยก 5,13.81579,100.57828,,47327.0
47327,ซอยรัชดาภิเษก 32 แยก 5,13.81593,100.57969,47326.0,
47328,ซอยรัชดาภิเษก 36 แยก 19,13.81741,100.57969,,47329.0
47329,ซอยรัชดาภิเษก 36 แยก 19,13.8184,100.58937,47328.0,47330.0
47330,ซอยรัชดาภิเษก 36 แยก 19,13.81851,100.59134,47329.0,
47340,ซอยร่วมเจริญ,13.67249,100.61934,,47341.0
47341,ซอยร่วมเจริญ,13.67506,100.61734,47340.0,
47342,ซอยร่วมพัฒนา,13.65857,100.60949,,47343.0
47343,ซอยร่วมพัฒนา,13.65822,100.6103,47342.0,
47346,ซอยร่วมใจพัฒนา (ใต้),13.64726,100.6195,47345.0,
47347,ซอยร่วมใจพัฒนา,13.64757,100.61881,,47348.0
47348,ซอยร่วมใจพัฒนา,13.65106,100.62054,47347.0,
47349,ซอยแสนสบาย,13.71515,100.57623,,47350.0
47350,ซอยแสนสบาย,13.72068,100.57634,47349.0,47351.0
47351,ซอยแสนสบาย,13.72483,100.57759,47350.0,
47352,ซอยสหกรณ์ 1,13.80612,100.61454,,47353.0
47353,ซอยสหกรณ์ 1,13.80347,100.61615,47352.0,
47354,ซอยสายน้ำทิพย์ 2,13.72682,100.56203,,47355.0
47355,ซอยสายน้ำทิพย์ 2,13.72622,100.56509,47354.0,
47357,ซอยสำโรงเหนือ 7,13.64942,100.60129,47356.0,
47358,ซอยสันติคาม 14,13.64984,100.60505,,47359.0
47359,ซอยสันติคาม 14,13.6534,100.60703,47358.0,
47360,ซอยสันติสุข,13.78606,100.62984,,47361.0
47361,ซอยสันติสุข,13.78588,100.63185,47360.0,
47362,ซอยเสนานิคม 1,13.83393,100.57227,,47363.0
47363,ซอยเสนานิคม 1,13.83386,100.57558,47362.0,47364.0
47364,ซอยเสนานิคม 1,13.83452,100.57883,47363.0,47365.0
47365,ซอยเสนานิคม 1,13.83447,100.58236,47364.0,47366.0
47366,ซอยเสนานิคม 1,13.83192,100.59184,47365.0,47367.0
47367,ซอยเสนานิคม 1,13.83174,100.60303,47366.0,47368.0
47368,ซอยเสนานิคม 1,13.82995,100.60842,47367.0,
47369,ซอยเศรษฐศิริ 1,13.78083,100.53086,,47370.0
47370,ซอยเศรษฐศิริ 1,13.78004,100.53306,47369.0,
47371,ซอยเศรษฐศิริ 2,13.78353,100.53183,,47372.0
47372,ซอยเศรษฐศิริ 2,13.78256,100.5341,47371.0,
47373,ซอยสมเด็จพระเจ้าตากสิน 27,13.70727,100.48727,,47374.0
47374,ซอยสมเด็จพระเจ้าตากสิน 27,13.70692,100.48899,47373.0,47375.0
47375,ซอยสมเด็จพระเจ้าตากสิน 27,13.70634,100.49095,47374.0,
47376,ซอยศรีอักษร,13.71809,100.55154,,47377.0
47377,ซอยศรีอักษร,13.72042,100.55259,47376.0,
47378,ซอยศรีบำเพ็ญ,13.71802,100.5524,,47379.0
47379,ซอยศรีบำเพ็ญ,13.71809,100.55154,47378.0,47380.0
47380,ซอยศรีบำเพ็ญ,13.71922,100.54896,47379.0,47381.0
47381,ซอยศรีบำเพ็ญ,13.72168,100.54631,47380.0,
47382,ซอยศรีสวัสดิ์,13.69882,100.60444,,47383.0
47383,ซอยศรีสวัสดิ์,13.70079,100.61,47382.0,47384.0
47384,ซอยศรีสวัสดิ์,13.70206,100.61331,47383.0,47385.0
47385,ซอยศรีสวัสดิ์,13.70945,100.6144,47384.0,
47386,ซอยสุขุมวิท 105,13.66218,100.60224,,47387.0
47387,ซอยสุขุมวิท 105,13.66116,100.6078,47386.0,47388.0
47388,ซอยสุขุมวิท 105,13.6606,100.61051,47387.0,47389.0
47389,ซอยสุขุมวิท 105,13.66032,100.61202,47388.0,
47390,ซอยสุขุมวิท 40,13.71321,100.58055,,47391.0
47391,ซอยสุขุมวิท 40,13.72244,100.58097,47390.0,
47392,ซอยสุขุมวิท 42,13.71293,100.58401,,47393.0
47393,ซอยสุขุมวิท 42,13.71965,100.58497,47392.0,
47394,ซอยสุขุมวิท 107,13.65879,100.60081,,47395.0
47395,ซอยสุขุมวิท 107,13.65754,100.60391,47394.0,47396.0
47396,ซอยสุขุมวิท 107,13.6569,100.60555,47395.0,47397.0
47397,ซอยสุขุมวิท 107,13.65574,100.60854,47396.0,47398.0
47398,ซอยสุขุมวิท 107,13.65451,100.61171,47397.0,47399.0
47399,ซอยสุขุมวิท 107,13.65301,100.61555,47398.0,47400.0
47400,ซอยสุขุมวิท 107,13.65145,100.61956,47399.0,47401.0
47401,ซอยสุขุมวิท 107,13.64704,100.63269,47400.0,47402.0
47402,ซอยสุขุมวิท 107,13.64447,100.63667,47401.0,
47403,ซอยสุขุมวิท 109,13.65572,100.59956,,47404.0
47404,ซอยสุขุมวิท 109,13.65484,100.60266,47403.0,47405.0
47405,ซอยสุขุมวิท 109,13.6534,100.60703,47404.0,
45600,ซอยสุขุมวิท 77 (อ่อนนุช),13.7089,100.59946,,45601.0
45601,ซอยสุขุมวิท 77 (อ่อนนุช),13.71183,100.60469,45600.0,45602.0
45602,ซอยสุขุมวิท 77 (อ่อนนุช),13.71133,100.61006,45601.0,45603.0
45603,ซอยสุขุมวิท 77 (อ่อนนุช),13.70898,100.61792,45602.0,45604.0
45604,ซอยสุขุมวิท 77 (อ่อนนุช),13.70972,100.62588,45603.0,45605.0
45605,ซอยสุขุมวิท 77 (อ่อนนุช),13.71014,100.62951,45604.0,45606.0
45606,ซอยสุขุมวิท 77 (อ่อนนุช),13.71065,100.63434,45605.0,45607.0
45607,ซอยสุขุมวิท 77 (อ่อนนุช),13.71269,100.64381,45606.0,45608.0
45608,ซอยสุขุมวิท 77 (อ่อนนุช),13.71732,100.66023,45607.0,45609.0
45609,ซอยสุขุมวิท 77 (อ่อนนุช),13.72048,100.6816,45608.0,45614.0
45614,ซอยสุขุมวิท 77 (อ่อนนุช),13.72146,100.69779,45609.0,
47415,ซอยสุขสวัสดิ์ 18,13.6838,100.47413,,47416.0
47416,ซอยสุขสวัสดิ์ 18,13.68587,100.47826,47415.0,
47419,ซอยสุดนรี,13.75322,100.64314,,47420.0
47420,ซอยสุดนรี,13.75337,100.6456,47419.0,
47421,ซอยสุวรรณ,13.79218,100.62811,,47422.0
47422,ซอยสุวรรณ,13.79225,100.61938,47421.0,
47425,ซอย ถาวรธวัช 1,13.74138,100.61608,,47426.0
47426,ซอย ถาวรธวัช 1,13.74693,100.6166,47425.0,47427.0
47427,ซอย ถาวรธวัช 1,13.752,100.61731,47426.0,
47428,ซอยทิมเรืองเวศน์,13.8913,100.61816,,47429.0
47429,ซอยทิมเรืองเวศน์,13.8912,100.62411,47428.0,
47430,ซอยทองงอก,13.90102,100.64052,,47431.0
47431,ซอยทองงอก,13.90845,100.63851,47430.0,
47432,ซอยทิมแลนด์,13.84595,100.53005,,47433.0
47433,ซอยทิมแลนด์,13.84676,100.53315,47432.0,47434.0
47434,ซอยทิมแลนด์,13.84803,100.53572,47433.0,
47441,ซอยวิภาวดีรังสิต 32 แยก 5,13.825,100.55925,,47442.0
47442,ซอยวิภาวดีรังสิต 32 แยก 5,13.82542,100.56143,47441.0,
47443,ซอยวชิรธรรมสาธิต 57,13.68635,100.63422,,47444.0
47444,ซอยวชิรธรรมสาธิต 57,13.70163,100.63087,47443.0,
47445,ซอยวัดศิริพงษ์ธรรมนิมิต,13.8586,100.64351,,47446.0
47446,ซอยวัดศิริพงษ์ธรรมนิมิต,13.86468,100.64356,47445.0,
47447,ซอยวัดเทวสุนทร,13.85461,100.56296,,47448.0
47448,ซอยวัดเทวสุนทร,13.8542,100.56426,47447.0,
47449,ซอยวัดยายร่ม,13.65451,100.46461,,47450.0
47450,ซอยวัดยายร่ม,13.66051,100.46852,47449.0,
47451,ซอยวิเชียรขวัญ,13.77899,100.56271,,47452.0
47452,ซอยวิเชียรขวัญ,13.7833,100.56394,47451.0,
47453,ซอยโยธินพัฒนา,13.807,100.61402,,47454.0
47454,ซอยโยธินพัฒนา,13.80612,100.61454,47453.0,47455.0
47455,ซอยโยธินพัฒนา,13.80946,100.61892,47454.0,
47456,ซอยอยู่ดี 2,13.69293,100.51297,,47457.0
47457,ซอยอยู่ดี 2,13.69649,100.5155,47456.0,47458.0
47458,ซอยอยู่ดี 2,13.69927,100.51755,47457.0,
27510,ถนนสมเด็จเจ้าพระยา,13.72999,100.50873,,27511.0
27511,ถนนสมเด็จเจ้าพระยา,13.73128,100.50523,27510.0,27512.0
27512,ถนนสมเด็จเจ้าพระยา,13.73228,100.50227,27511.0,27513.0
27513,ถนนสมเด็จเจ้าพระยา,13.73447,100.49594,27512.0,
47459,สมเด็จพระเจ้าตากสิน 41,13.69465,100.48228,,47460.0
47460,สมเด็จพระเจ้าตากสิน 41,13.69402,100.48352,47459.0,
15019,ถนนสมเด็จพระเจ้าตากสิน,13.70471,100.48565,,15020.0
15020,ถนนสมเด็จพระเจ้าตากสิน,13.71016,100.48755,15019.0,15021.0
15021,ถนนสมเด็จพระเจ้าตากสิน,13.71516,100.4893,15020.0,15022.0
15022,ถนนสมเด็จพระเจ้าตากสิน,13.72071,100.49119,15021.0,15023.0
15023,ถนนสมเด็จพระเจ้าตากสิน,13.72561,100.49292,15022.0,
47461,ถนนทรงวาด,13.73646,100.5111,,47462.0
47462,ถนนทรงวาด,13.73694,100.50974,47461.0,
31000,ถนนศรีอยุธยา,13.77113,100.50501,,31001.0
31001,ถนนศรีอยุธยา,13.76967,100.50825,31000.0,31002.0
31002,ถนนศรีอยุธยา,13.7682,100.5116,31001.0,31003.0
31003,ถนนศรีอยุธยา,13.76646,100.51523,31002.0,31004.0
31004,ถนนศรีอยุธยา,13.76299,100.52296,31003.0,31005.0
31005,ถนนศรีอยุธยา,13.76179,100.52575,31004.0,31006.0
31006,ถนนศรีอยุธยา,13.75973,100.53027,31005.0,31007.0
31007,ถนนศรีอยุธยา,13.75796,100.53431,31006.0,31008.0
31008,ถนนศรีอยุธยา,13.75673,100.5394,31007.0,31009.0
31009,ถนนศรีอยุธยา,13.75603,100.54239,31008.0,31010.0
31010,ถนนศรีอยุธยา,13.7567,100.54744,31009.0,31011.0
31011,ถนนศรีอยุธยา,13.75302,100.56425,31010.0,
45717,ถนนศรีนครินทร์,13.6545,100.64164,,45704.0
45704,ถนนศรีนครินทร์,13.65603,100.64239,45717.0,45705.0
45705,ถนนศรีนครินทร์,13.66559,100.64421,45704.0,45706.0
45706,ถนนศรีนครินทร์,13.67788,100.6458,45705.0,45715.0
45715,ถนนศรีนครินทร์,13.69178,100.64628,45706.0,45707.0
45707,ถนนศรีนครินทร์,13.7004,100.64649,45715.0,45708.0
45708,ถนนศรีนครินทร์,13.71269,100.64381,45707.0,45709.0
45709,ถนนศรีนครินทร์,13.73499,100.64125,45708.0,45710.0
45710,ถนนศรีนครินทร์,13.74131,100.64241,45709.0,45711.0
45711,ถนนศรีนครินทร์,13.7516,100.64512,45710.0,45712.0
45712,ถนนศรีนครินทร์,13.76275,100.64558,45711.0,45713.0
45713,ถนนศรีนครินทร์,13.7665,100.64504,45712.0,
45714,ถนนศรีนครินทร์,13.63902,100.63355,45702.0,45703.0
45703,ถนนศรีนครินทร์,13.64443,100.6367,45714.0,45716.0
45716,ถนนศรีนครินทร์,13.6545,100.64164,45703.0,
12069,ทางพิเศษศรีรัช,13.71697,100.52029,,20096.0
20096,ทางพิเศษศรีรัช,13.70823,100.51887,12069.0,
45958,ทางพิเศษศรีรัช,13.81002,100.55044,,20056.0
20056,ทางพิเศษศรีรัช,13.8084,100.54919,45958.0,
12100,ทางพิเศษศรีรัช,13.73976,100.51816,,20117.0
20117,ทางพิเศษศรีรัช,13.74376,100.51996,12100.0,
12014,ทางพิเศษศรีรัช,13.78001,100.53406,,20060.0
20060,ทางพิเศษศรีรัช,13.78073,100.53396,12014.0,
13060,ทางพิเศษศรีรัช,13.85517,100.53615,,20159.0
20159,ทางพิเศษศรีรัช,13.85293,100.5343,13060.0,
13032,ทางพิเศษศรีรัช,13.83691,100.53661,,13033.0
13033,ทางพิเศษศรีรัช,13.83974,100.53481,13032.0,13034.0
13034,ทางพิเศษศรีรัช,13.84206,100.53338,13033.0,13072.0
13072,ทางพิเศษศรีรัช,13.84335,100.5331,13034.0,
45953,ทางพิเศษศรีรัช,13.83722,100.53717,,45956.0
45956,ทางพิเศษศรีรัช,13.82838,100.54349,45953.0,45959.0
45959,ทางพิเศษศรีรัช,13.8084,100.54919,45956.0,12008.0
12008,ทางพิเศษศรีรัช,13.80707,100.5482,45959.0,12011.0
12011,ทางพิเศษศรีรัช,13.7945,100.5394,12008.0,12013.0
12013,ทางพิเศษศรีรัช,13.78131,100.53419,12011.0,12016.0
12016,ทางพิเศษศรีรัช,13.78073,100.53396,12013.0,12122.0
12122,ทางพิเศษศรีรัช,13.77862,100.5331,12016.0,12131.0
12131,ทางพิเศษศรีรัช,13.77009,100.52941,12122.0,
13031,ทางพิเศษศรีรัช,13.83501,100.5341,,20142.0
20142,ทางพิเศษศรีรัช,13.84206,100.53338,13031.0,
12110,ทางพิเศษศรีรัช,13.78618,100.5346,,20121.0
20121,ทางพิเศษศรีรัช,13.78536,100.53493,12110.0,
12083,ทางพิเศษศรีรัช,13.69219,100.52414,,20107.0
20107,ทางพิเศษศรีรัช,13.6931,100.52483,12083.0,
45955,ทางพิเศษศรีรัช,13.82955,100.54399,,20054.0
20054,ทางพิเศษศรีรัช,13.82838,100.54349,45955.0,
20093,ทางพิเศษศรีรัช,13.73473,100.52151,,12064.0
12064,ทางพิเศษศรีรัช,13.73134,100.51796,20093.0,
12081,ทางพิเศษศรีรัช,13.6933,100.53098,,20105.0
20105,ทางพิเศษศรีรัช,13.69276,100.52918,12081.0,
12095,ทางพิเศษศรีรัช,13.72624,100.5168,,20114.0
20114,ทางพิเศษศรีรัช,13.72748,100.51727,12095.0,
12054,ทางพิเศษศรีรัช,13.75844,100.5253,,20086.0
20086,ทางพิเศษศรีรัช,13.75397,100.52378,12054.0,
12010,ทางพิเศษศรีรัช,13.79663,100.54089,,20058.0
20058,ทางพิเศษศรีรัช,13.7945,100.5394,12010.0,
12056,ทางพิเศษศรีรัช,13.75811,100.52202,,20088.0
20088,ทางพิเศษศรีรัช,13.75397,100.52378,12056.0,
12104,ทางพิเศษศรีรัช,13.75811,100.52202,,20119.0
20119,ทางพิเศษศรีรัช,13.75877,100.52411,12104.0,
13065,ทางพิเศษศรีรัช,13.83846,100.53876,,20161.0
20161,ทางพิเศษศรีรัช,13.83715,100.5403,13065.0,
12031,ทางพิเศษศรีรัช,13.75124,100.56937,,20070.0
20070,ทางพิเศษศรีรัช,13.75153,100.56781,12031.0,
12034,ทางพิเศษศรีรัช,13.75231,100.56407,,20072.0
20072,ทางพิเศษศรีรัช,13.75267,100.563,12034.0,
12033,ทางพิเศษศรีรัช,13.75291,100.56451,,12036.0
12036,ทางพิเศษศรีรัช,13.75377,100.56064,12033.0,12037.0
12037,ทางพิเศษศรีรัช,13.7554,100.55344,12036.0,12045.0
12045,ทางพิเศษศรีรัช,13.75871,100.54793,12037.0,12047.0
12047,ทางพิเศษศรีรัช,13.76501,100.54031,12045.0,12050.0
12050,ทางพิเศษศรีรัช,13.76869,100.53727,12047.0,12127.0
12127,ทางพิเศษศรีรัช,13.77079,100.53343,12050.0,
45960,ทางพิเศษศรีรัช,13.75357,100.56467,,45961.0
45961,ทางพิเศษศรีรัช,13.75273,100.569,45960.0,45962.0
45962,ทางพิเศษศรีรัช,13.75335,100.5745,45961.0,45966.0
45966,ทางพิเศษศรีรัช,13.75495,100.58267,45962.0,45967.0
45967,ทางพิเศษศรีรัช,13.75372,100.58802,45966.0,45970.0
45970,ทางพิเศษศรีรัช,13.75181,100.59336,45967.0,45972.0
45972,ทางพิเศษศรีรัช,13.74869,100.6041,45970.0,45974.0
45974,ทางพิเศษศรีรัช,13.74208,100.61514,45972.0,13068.0
13068,ทางพิเศษศรีรัช,13.74276,100.63665,45974.0,
12078,ทางพิเศษศรีรัช,13.69206,100.52746,,20102.0
20102,ทางพิเศษศรีรัช,13.69046,100.52461,12078.0,
12077,ทางพิเศษศรีรัช,13.69206,100.52746,,20101.0
20101,ทางพิเศษศรีรัช,13.69066,100.52647,12077.0,
13073,ทางพิเศษศรีรัช,13.84335,100.5331,,13036.0
13036,ทางพิเศษศรีรัช,13.853,100.53269,13073.0,13038.0
13061,ทางพิเศษศรีรัช,13.85143,100.53356,13057.0,13074.0
13074,ทางพิเศษศรีรัช,13.84412,100.5338,13061.0,
46047,ทางพิเศษศรีรัช,13.76705,100.55058,,20300.0
20300,ทางพิเศษศรีรัช,13.76464,100.54933,46047.0,
46048,ทางพิเศษศรีรัช,13.76464,100.54933,,20301.0
20301,ทางพิเศษศรีรัช,13.76279,100.54841,46048.0,
12032,ทางพิเศษศรีรัช,13.75153,100.56781,,20071.0
20071,ทางพิเศษศรีรัช,13.75291,100.56451,12032.0,
12035,ทางพิเศษศรีรัช,13.75267,100.563,,20073.0
20073,ทางพิเศษศรีรัช,13.75377,100.56064,12035.0,
12124,ทางพิเศษศรีรัช,13.69199,100.52454,,20127.0
20127,ทางพิเศษศรีรัช,13.6931,100.52483,12124.0,
12076,ทางพิเศษศรีรัช,13.69499,100.52652,,20100.0
20100,ทางพิเศษศรีรัช,13.69206,100.52746,12076.0,
12075,ทางพิเศษศรีรัช,13.69499,100.52652,,20099.0
20099,ทางพิเศษศรีรัช,13.69434,100.52915,12075.0,
12082,ทางพิเศษศรีรัช,13.69276,100.52918,,20106.0
20106,ทางพิเศษศรีรัช,13.69585,100.52404,12082.0,
45957,ทางพิเศษศรีรัช,13.81159,100.54889,,20055.0
20055,ทางพิเศษศรีรัช,13.81002,100.55044,45957.0,
13050,ทางพิเศษศรีรัช,13.89332,100.54535,,20153.0
13049,ทางพิเศษศรีรัช,13.89612,100.55111,,20152.0
20152,ทางพิเศษศรีรัช,13.89332,100.54535,13049.0,
12092,ทางพิเศษศรีรัช,13.70977,100.51662,,20112.0
20112,ทางพิเศษศรีรัช,13.71481,100.51762,12092.0,
12099,ทางพิเศษศรีรัช,13.73916,100.51728,,20116.0
20116,ทางพิเศษศรีรัช,13.73976,100.51816,12099.0,
12015,ทางพิเศษศรีรัช,13.7801,100.53382,,20061.0
20061,ทางพิเศษศรีรัช,13.78001,100.53406,12015.0,
13058,ทางพิเศษศรีรัช,13.85698,100.53969,,20157.0
20157,ทางพิเศษศรีรัช,13.85293,100.5343,13058.0,
13059,ทางพิเศษศรีรัช,13.85665,100.53841,,20158.0
20158,ทางพิเศษศรีรัช,13.85517,100.53615,13059.0,
13067,ทางพิเศษศรีรัช,13.85293,100.5343,,20163.0
20163,ทางพิเศษศรีรัช,13.85143,100.53356,13067.0,
12023,ทางพิเศษศรีรัช,13.76803,100.54097,,20066.0
20066,ทางพิเศษศรีรัช,13.76516,100.54095,12023.0,
12049,ทางพิเศษศรีรัช,13.76689,100.53864,,20083.0
20083,ทางพิเศษศรีรัช,13.76869,100.53727,12049.0,
12017,ทางพิเศษศรีรัช,13.77862,100.5331,,20062.0
20062,ทางพิเศษศรีรัช,13.77138,100.5333,12017.0,
12123,ทางพิเศษศรีรัช,13.77079,100.53343,,20126.0
20126,ทางพิเศษศรีรัช,13.77842,100.53214,12123.0,
12051,ทางพิเศษศรีรัช,13.77079,100.53343,,20084.0
20084,ทางพิเศษศรีรัช,13.77009,100.52941,12051.0,
12018,ทางพิเศษศรีรัช,13.76991,100.52855,,20063.0
20063,ทางพิเศษศรีรัช,13.77138,100.5333,12018.0,
12106,ทางพิเศษศรีรัช,13.76991,100.52855,,12107.0
12107,ทางพิเศษศรีรัช,13.77842,100.53214,12106.0,12109.0
12109,ทางพิเศษศรีรัช,13.78412,100.53442,12107.0,12111.0
12111,ทางพิเศษศรีรัช,13.78536,100.53493,12109.0,12113.0
12113,ทางพิเศษศรีรัช,13.79416,100.53839,12111.0,12114.0
12114,ทางพิเศษศรีรัช,13.8026,100.54239,12113.0,12116.0
12116,ทางพิเศษศรีรัช,13.80932,100.54851,12114.0,12118.0
12118,ทางพิเศษศรีรัช,13.82732,100.54344,12116.0,12130.0
12130,ทางพิเศษศรีรัช,13.83691,100.53661,12118.0,
13030,ทางพิเศษศรีรัช,13.83674,100.54018,,20141.0
20141,ทางพิเศษศรีรัช,13.83501,100.5341,13030.0,
12121,ทางพิเศษศรีรัช,13.78618,100.53507,,20125.0
20125,ทางพิเศษศรีรัช,13.78618,100.5346,12121.0,
46049,ทางพิเศษศรีรัช,13.69154,100.5235,,20302.0
20302,ทางพิเศษศรีรัช,13.69219,100.52414,46049.0,
45964,ทางพิเศษศรีรัช,13.75604,100.58039,,20130.0
20130,ทางพิเศษศรีรัช,13.75495,100.58267,45964.0,
45980,ทางพิเศษศรีรัช,13.74771,100.60242,,20138.0
20138,ทางพิเศษศรีรัช,13.74918,100.60059,45980.0,
45954,ทางพิเศษศรีรัช,13.82998,100.54419,,20053.0
20053,ทางพิเศษศรีรัช,13.82955,100.54399,45954.0,
20092,ทางพิเศษศรีรัช,13.73564,100.52188,,12063.0
12063,ทางพิเศษศรีรัช,13.73473,100.52151,20092.0,
12068,ทางพิเศษศรีรัช,13.7188,100.52016,,20095.0
20095,ทางพิเศษศรีรัช,13.71697,100.52029,12068.0,
12079,ทางพิเศษศรีรัช,13.69384,100.53174,,20103.0
20103,ทางพิเศษศรีรัช,13.6933,100.53098,12079.0,
12080,ทางพิเศษศรีรัช,13.6937,100.5305,,20104.0
20104,ทางพิเศษศรีรัช,13.69276,100.52918,12080.0,
12094,ทางพิเศษศรีรัช,13.7257,100.51676,,20113.0
20113,ทางพิเศษศรีรัช,13.72624,100.5168,12094.0,
12053,ทางพิเศษศรีรัช,13.75893,100.52512,,20085.0
20085,ทางพิเศษศรีรัช,13.75844,100.5253,12053.0,
12057,ทางพิเศษศรีรัช,13.75397,100.52378,,20089.0
20089,ทางพิเศษศรีรัช,13.75374,100.5232,12057.0,
12009,ทางพิเศษศรีรัช,13.798,100.54118,,20057.0
20057,ทางพิเศษศรีรัช,13.79663,100.54089,12009.0,
12055,ทางพิเศษศรีรัช,13.75742,100.5209,,20087.0
20087,ทางพิเศษศรีรัช,13.75811,100.52202,12055.0,
12030,ทางพิเศษศรีรัช,13.75357,100.56467,,20069.0
20069,ทางพิเศษศรีรัช,13.75343,100.5696,12030.0,
12028,ทางพิเศษศรีรัช,13.75446,100.56019,,20068.0
20068,ทางพิเศษศรีรัช,13.7543,100.56455,12028.0,
12115,ทางพิเศษศรีรัช,13.80932,100.54851,,20123.0
20123,ทางพิเศษศรีรัช,13.81077,100.54833,12115.0,
12070,ทางพิเศษศรีรัช,13.7148,100.51858,,20097.0
20097,ทางพิเศษศรีรัช,13.70774,100.51986,12070.0,
12087,ทางพิเศษศรีรัช,13.70388,100.51778,,20109.0
20109,ทางพิเศษศรีรัช,13.70814,100.51646,12087.0,
12061,ทางพิเศษศรีรัช,13.74235,100.52059,,20091.0
20091,ทางพิเศษศรีรัช,13.73646,100.52007,12061.0,
12108,ทางพิเศษศรีรัช,13.78412,100.53442,,20120.0
20120,ทางพิเศษศรีรัช,13.78632,100.5351,12108.0,
12012,ทางพิเศษศรีรัช,13.78131,100.53419,,20059.0
20059,ทางพิเศษศรีรัช,13.77999,100.53312,12012.0,
13035,ทางพิเศษศรีรัช,13.853,100.53269,,20143.0
20162,ทางพิเศษศรีรัช,13.8578,100.54137,13066.0,
12020,ทางพิเศษศรีรัช,13.76943,100.5368,,20064.0
