,CC,CID,VERSION NR,TABLE,LOCATION CODE,(SUB)TYPE,ROAD NUMBER,ROAD NAME,JUNCTION NUMBER,FIRST NAME,SECOND NAME,AREA REFERENCE,LINEAR REFERENCE,NEGATIVE OFFSET,POSITIVE OFFSET,INTERSECTION REFS,LATITUDE,LONGITUDE,URBAN,INTERRUPT,ISOLATED,IN+,OUT+,IN-,OUT-,PRESENT+,PRESENT-,geometry
2624,2,227,3.2,19,46691,P1.11,,Phaendinthong Road,,Rama 2 Soi 50,,10.0,2565.0,46690.0,,,13.67178,100.4389,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.4389 13.67178)
2650,2,227,3.2,19,10000,P1.8,,Phahon Yothin Road,,Victory Monument-501,,10.0,501.0,,10001.0,,13.76563,100.53869,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.53869 13.76563)
2651,2,227,3.2,19,10001,P1.6,,Phahon Yothin Road,,Under Tollway Phahol Yothin,,10.0,501.0,10000.0,10002.0,,13.7666,100.53933,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.53933 13.7666)
2652,2,227,3.2,19,10002,P3.28,,Phahon Yothin Road,,BTS Sanam Pao,,10.0,501.0,10001.0,10003.0,,13.77262,100.54212,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54212 13.77262)
2653,2,227,3.2,19,10003,P1.12,,Phahon Yothin Road,,Soi Phahol Yothin 2-501,,10.0,501.0,10002.0,10004.0,,13.77563,100.54326,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54326 13.77563)
2654,2,227,3.2,19,10004,P1.12,,Phahon Yothin Road,,Soi Phahol Yothin 7,,10.0,501.0,10003.0,10005.0,,13.78086,100.54497,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54497 13.78086)
2655,2,227,3.2,19,10005,P3.37,,Phahon Yothin Road,,Shinnawat 2,,10.0,501.0,10004.0,10006.0,,13.7861,100.54687,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54687 13.7861)
2656,2,227,3.2,19,10006,P1.11,,Phahon Yothin Road,,Saphan Khwai Intersection-501,,10.0,501.0,10005.0,10007.0,,13.78979,100.54821,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54821 13.78979)
2657,2,227,3.2,19,10007,P3.28,,Phahon Yothin Road,,BTS Saphan Kwai,,10.0,501.0,10006.0,10008.0,,13.79373,100.5497,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.5497 13.79373)
2658,2,227,3.2,19,10008,P1.11,,Phahon Yothin Road,,Kamphaeng Phet Intersection-501,,10.0,501.0,10007.0,10026.0,,13.79791,100.55106,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.55106 13.79791)
2659,2,227,3.2,19,10026,P1.12,,Phahon Yothin Road,,Yan Phahon Junction,,10.0,501.0,10008.0,10009.0,,13.8003,100.55244,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.55244 13.8003)
2660,2,227,3.2,19,10009,P3.37,,Phahon Yothin Road,,BTS Head Office,,10.0,501.0,10026.0,10010.0,,13.80257,100.55378,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.55378 13.80257)
2661,2,227,3.2,19,10010,P1.12,,Phahon Yothin Road,,Soi Yuwakanit,,10.0,501.0,10009.0,10011.0,,13.80573,100.55563,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.55563 13.80573)
2662,2,227,3.2,19,10011,P3.37,,Phahon Yothin Road,,Tmb.head Office,,10.0,501.0,10010.0,10012.0,,13.80846,100.55734,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.55734 13.80846)
2663,2,227,3.2,19,10012,P1.6,,Phahon Yothin Road,,Lat Phrao Intersection-501,,10.0,501.0,10011.0,10013.0,,13.81117,100.55888,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.55888 13.81117)
2664,2,227,3.2,19,10013,P3.37,,Phahon Yothin Road,,Central Lat Phrao,,10.0,501.0,10012.0,10014.0,,13.81543,100.56126,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56126 13.81543)
2665,2,227,3.2,19,10014,P3.37,,Phahon Yothin Road,,Rasa Building,,10.0,501.0,10013.0,10015.0,,13.82019,100.56404,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56404 13.82019)
2666,2,227,3.2,19,10015,P1.12,,Phahon Yothin Road,,Soi Phahol Yothin 23,,10.0,501.0,10014.0,10016.0,,13.82431,100.56645,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56645 13.82431)
2667,2,227,3.2,19,10016,P1.6,,Phahon Yothin Road,,Ratchayothin Intersection-501,,10.0,501.0,10015.0,10017.0,,13.82706,100.56807,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56807 13.82706)
2668,2,227,3.2,19,10017,P1.12,,Phahon Yothin Road,,Soi Phahon Yothin 35,,10.0,501.0,10016.0,10018.0,,13.83141,100.57061,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.57061 13.83141)
2669,2,227,3.2,19,10018,P1.12,,Phahon Yothin Road,,Sena Intersection,,10.0,501.0,10017.0,10019.0,,13.83393,100.57227,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.57227 13.83393)
2670,2,227,3.2,19,10019,P1.12,,Phahon Yothin Road,,Soi Phahon Yothin 34,,10.0,501.0,10018.0,10020.0,,13.83643,100.57376,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.57376 13.83643)
2671,2,227,3.2,19,10020,P1.11,,Phahon Yothin Road,,Kasetsart Intersection-501,,10.0,501.0,10019.0,10021.0,,13.83973,100.57553,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.57553 13.83973)
2672,2,227,3.2,19,10021,P2.1,,Phahon Yothin Road,,Km-15 Phahol Yothin Rd.,,10.0,501.0,10020.0,10022.0,,13.84818,100.58062,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58062 13.84818)
2673,2,227,3.2,19,10022,P1.8,,Phahon Yothin Road,,Anusawari Lak Si Circle-501,,10.0,501.0,10021.0,10023.0,,13.87527,100.5968,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.5968 13.87527)
2674,2,227,3.2,19,10023,P2.1,,Phahon Yothin Road,,Km-20 Phahol Yothin Rd.,,10.0,501.0,10022.0,10024.0,,13.88715,100.6038,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.6038 13.88715)
2675,2,227,3.2,19,10024,P1.11,,Phahon Yothin Road,,Rongrian Nai Ruea Akat Intersection,,10.0,501.0,10023.0,10027.0,,13.92338,100.62496,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.62496 13.92338)
2678,2,227,3.2,19,46692,P1.11,,Phaholyothin 52 Yaek 27,,Soi Thimrueangwet,,10.0,2566.0,,46693.0,,13.8912,100.62411,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.62411 13.8912)
2679,2,227,3.2,19,46693,P1.11,,Phaholyothin 52 Yaek 27,,Soi Muban Phoemsin,,10.0,2566.0,46692.0,,,13.89486,100.62685,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.62685 13.89486)
2681,2,227,3.2,19,46694,P1.11,,Phahon Yothin 19,,Viphavadi Rangsit 28,,10.0,2567.0,,46695.0,,13.81993,100.56049,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56049 13.81993)
2682,2,227,3.2,19,46695,P3.37,,Phahon Yothin 19,,Rasa Building,,10.0,2567.0,46694.0,,,13.82019,100.56404,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56404 13.82019)
2684,2,227,3.2,19,46696,P1.11,,Phahon Yothin 2,,1,,10.0,2568.0,,46697.0,,13.77555,100.54321,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54321 13.77555)
2685,2,227,3.2,19,46697,P1.11,,Phahon Yothin 2,,31,,10.0,2568.0,46696.0,,,13.77115,100.55184,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.55184 13.77115)
2687,2,227,3.2,19,46698,P1.11,,Phahon Yothin 21 (East),,Phahon Yothin Road,,10.0,2569.0,,46699.0,,13.82301,100.56529,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56529 13.82301)
2688,2,227,3.2,19,46699,P1.11,,Phahon Yothin 21 (East),,1,,10.0,2569.0,46698.0,,,13.82292,100.56573,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56573 13.82292)
2690,2,227,3.2,19,46700,P1.11,,Phahon Yothin 21,,Soi Phahon Yothin Golf,,10.0,2570.0,,46701.0,,13.82317,100.56342,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56342 13.82317)
2691,2,227,3.2,19,46701,P1.11,,Phahon Yothin 21,,Phahon Yothin Road,,10.0,2570.0,46700.0,,,13.82301,100.56529,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56529 13.82301)
2693,2,227,3.2,19,46702,P1.11,,Phahon Yothin 21(West),,Viphavadi Rangsit 30,,10.0,2571.0,,46703.0,,13.82317,100.56122,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56122 13.82317)
2694,2,227,3.2,19,46703,P1.11,,Phahon Yothin 21(West),,Soi Phahon Yothin Golf,,10.0,2571.0,46702.0,,,13.82317,100.56342,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56342 13.82317)
2696,2,227,3.2,19,46704,P1.11,,Phahon Yothin 23,,Phahon Yothin 23 Yaek 2,,10.0,2572.0,,46705.0,,13.824,100.56159,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56159 13.824)
2697,2,227,3.2,19,46705,P1.12,,Phahon Yothin 23,,Soi Phahol Yothin 23,,10.0,2572.0,46704.0,,,13.82431,100.56645,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56645 13.82431)
2699,2,227,3.2,19,46706,P1.11,,Phahon Yothin 23 Yaek 2,,Soi Vibhavadi Rangsit 32 Yaek 5,,10.0,2573.0,,46707.0,,13.82542,100.56143,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56143 13.82542)
2700,2,227,3.2,19,46707,P1.11,,Phahon Yothin 23 Yaek 2,,Phahon Yothin 23,,10.0,2573.0,46706.0,,,13.824,100.56159,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56159 13.824)
2702,2,227,3.2,19,46708,P1.11,,Phahon Yothin 35 Yaek 3,,Ratchadaphisek 46/1,,10.0,2574.0,,46709.0,,13.83023,100.56278,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56278 13.83023)
2703,2,227,3.2,19,46709,P1.11,,Phahon Yothin 35 Yaek 3,,Soi Phahon Yothin 35,,10.0,2574.0,46708.0,,,13.83174,100.56879,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56879 13.83174)
2705,2,227,3.2,19,46710,P1.11,,Phahon Yothin 48,,Phahon Yothin Road,,10.0,2575.0,,46711.0,,13.88607,100.60295,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60295 13.88607)
2706,2,227,3.2,19,46711,P1.11,,Phahon Yothin 48,,Phahon Yothin 48 Yaek 7,,10.0,2575.0,46710.0,46712.0,,13.88404,100.60821,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60821 13.88404)
2707,2,227,3.2,19,46712,P1.11,,Phahon Yothin 48,,Phaporn Bhaesaj,,10.0,2575.0,46711.0,,,13.88005,100.60878,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60878 13.88005)
2709,2,227,3.2,19,46713,P1.11,,Phahon Yothin 48 Yaek 37,,Phaporn Bhaesaj,,10.0,2576.0,,46714.0,,13.87902,100.61304,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.61304 13.87902)
2710,2,227,3.2,19,46714,P1.11,,Phahon Yothin 48 Yaek 37,,Soi Thep Sathit,,10.0,2576.0,46713.0,46715.0,,13.87706,100.61645,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.61645 13.87706)
2711,2,227,3.2,19,46715,P1.11,,Phahon Yothin 48 Yaek 37,,Soi Ram Intra 5,,10.0,2576.0,46714.0,46716.0,,13.87561,100.61917,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.61917 13.87561)
2712,2,227,3.2,19,46716,P1.11,,Phahon Yothin 48 Yaek 37,,Soi Ram Intra 23,,10.0,2576.0,46715.0,46717.0,,13.87269,100.62439,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.62439 13.87269)
2713,2,227,3.2,19,46717,P1.11,,Phahon Yothin 48 Yaek 37,,Soi Ram Intra 23/Ram Intra 21 Yaek 2,,10.0,2576.0,46716.0,,,13.87185,100.62603,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.62603 13.87185)
2715,2,227,3.2,19,46718,P1.11,,Phahon Yothin 49/1,,Vibhavadi Rangsit 60,,10.0,2577.0,,46719.0,,13.85977,100.58216,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58216 13.85977)
2716,2,227,3.2,19,46719,P1.11,,Phahon Yothin 49/1,,Phahon Yothin Road,,10.0,2577.0,46718.0,,,13.85716,100.58575,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58575 13.85716)
2718,2,227,3.2,19,46720,P1.11,,Phahon Yothin 5,,Soi Ari 1,,10.0,2578.0,,46721.0,,13.77788,100.54207,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54207 13.77788)
2719,2,227,3.2,19,46721,P1.11,,Phahon Yothin 5,,Phahon Yothin Road,,10.0,2578.0,46720.0,,,13.77684,100.54358,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54358 13.77684)
2721,2,227,3.2,19,46722,P1.11,,Phahon Yothin 52,,Phahon Yothin Road,,10.0,2579.0,,46723.0,,13.89757,100.60971,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60971 13.89757)
2722,2,227,3.2,19,46723,P1.11,,Phahon Yothin 52,,Phahon Yothin 52 Yaek 45,,10.0,2579.0,46722.0,,,13.89535,100.61411,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.61411 13.89535)
2724,2,227,3.2,19,46724,P1.11,,Phahon Yothin 52 Yaek 45,,Phaholyothin 52 Yaek 48,,10.0,2580.0,,46725.0,,13.88623,100.62323,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.62323 13.88623)
2725,2,227,3.2,19,46725,P1.11,,Phahon Yothin 52 Yaek 45,,Soi Thimrueangwet,,10.0,2580.0,46724.0,46726.0,,13.8913,100.61816,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.61816 13.8913)
2726,2,227,3.2,19,46726,P1.11,,Phahon Yothin 52 Yaek 45,,Phahon Yothin 52,,10.0,2580.0,46725.0,,,13.89535,100.61411,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.61411 13.89535)
2728,2,227,3.2,19,46727,P1.11,,Phahon Yothin 54/1,,1,,10.0,2581.0,,46728.0,,13.90183,100.61217,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.61217 13.90183)
2729,2,227,3.2,19,46728,P1.11,,Phahon Yothin 54/1,,Liap Khlong Song Road,,10.0,2581.0,46727.0,,,13.90437,100.6184,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.6184 13.90437)
2731,2,227,3.2,19,46729,P1.11,,Phahon Yothin 54/1 Yaek 4-10,,Phoemsin 15,,10.0,2582.0,,46730.0,,13.90356,100.63006,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.63006 13.90356)
2732,2,227,3.2,19,46730,P1.11,,Phahon Yothin 54/1 Yaek 4-10,,Wat Ko Road/Phahon Yothin 54/1 Yaek 4-10,,10.0,2582.0,46729.0,,,13.90651,100.62911,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.62911 13.90651)
2734,2,227,3.2,19,46731,P1.11,,Phahonyothin 24,,1,,10.0,2583.0,,46732.0,,13.82292,100.56573,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56573 13.82292)
2735,2,227,3.2,19,46732,P1.11,,Phahonyothin 24,,Phahonyothin 24 Yaek 2,,10.0,2583.0,46731.0,46733.0,,13.82307,100.56716,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56716 13.82307)
2736,2,227,3.2,19,46733,P1.11,,Phahonyothin 24,,Phahonyothin 24 Yaek 4,,10.0,2583.0,46732.0,,,13.8231,100.56761,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56761 13.8231)
2738,2,227,3.2,19,46734,P1.11,,Phahonyothin 24 Yaek 2 (South),,Phahonyothin 24 Yaek 2-3,,10.0,2584.0,,46735.0,,13.81961,100.56797,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56797 13.81961)
2739,2,227,3.2,19,46735,P1.11,,Phahonyothin 24 Yaek 2 (South),,Phahonyothin 24 Yaek 4,,10.0,2584.0,46734.0,,,13.82152,100.56758,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56758 13.82152)
2741,2,227,3.2,19,46736,P1.11,,Phahonyothin 24 Yaek 2,,Phahonyothin 24 Yaek 4,,10.0,2585.0,,46737.0,,13.82152,100.56758,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56758 13.82152)
2742,2,227,3.2,19,46737,P1.11,,Phahonyothin 24 Yaek 2,,Phahonyothin 24,,10.0,2585.0,46736.0,,,13.82307,100.56716,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56716 13.82307)
2744,2,227,3.2,19,46738,P1.11,,Phahonyothin 24 Yaek 2-3,,Soi Lat Phrao 1 Yaek 5,,10.0,2586.0,,46739.0,,13.81666,100.56804,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56804 13.81666)
2745,2,227,3.2,19,46739,P1.11,,Phahonyothin 24 Yaek 2-3,,Soi Lat Phrao 1 Yaek 5 North,,10.0,2586.0,46738.0,46740.0,,13.81722,100.56793,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56793 13.81722)
2746,2,227,3.2,19,46740,P1.11,,Phahonyothin 24 Yaek 2-3,,Phahonyothin 24 Yaek 2,,10.0,2586.0,46739.0,,,13.81961,100.56797,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56797 13.81961)
2748,2,227,3.2,19,46741,P1.11,,Phahonyothin 24 Yaek 4,,Phahonyothin 24,,10.0,2587.0,,46742.0,,13.8231,100.56761,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56761 13.8231)
2749,2,227,3.2,19,46742,P1.11,,Phahonyothin 24 Yaek 4,,Phahonyothin 24 Yaek 2,,10.0,2587.0,46741.0,,,13.82152,100.56758,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.56758 13.82152)
2751,2,227,3.2,19,46743,P1.11,,Phaporn Bhaesaj,,Phahon Yothin 48,,10.0,2588.0,,46744.0,,13.88005,100.60878,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.60878 13.88005)
2752,2,227,3.2,19,46744,P1.11,,Phaporn Bhaesaj,,Phahon Yothin 48 Yaek 37,,10.0,2588.0,46743.0,,,13.87902,100.61304,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.61304 13.87902)
2754,2,227,3.2,19,46745,P1.11,,Phatthanakan 25,,Phatthanakan Road,,10.0,2589.0,,46746.0,,13.73639,100.61638,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.61638 13.73639)
2755,2,227,3.2,19,46746,P1.11,,Phatthanakan 25,,Soi Thawon Thawat 1,,10.0,2589.0,46745.0,,,13.74138,100.61608,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.61608 13.74138)
2757,2,227,3.2,19,46747,P1.11,,Phatthanakan Road,,Kanlapraphruek Road/Phatthanakan Road,,10.0,2590.0,,46748.0,,13.69453,100.43736,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.43736 13.69453)
2758,2,227,3.2,19,46748,P1.11,,Phatthanakan Road,,Kamnan Maen 17,,10.0,2590.0,46747.0,46749.0,,13.69688,100.4359,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.4359 13.69688)
2759,2,227,3.2,19,46749,P1.11,,Phatthanakan Road,,Thoet Thai Road,,10.0,2590.0,46748.0,,,13.70607,100.42822,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.42822 13.70607)
2761,2,227,3.2,19,23000,P1.11,,Phayathai Road,,Sam Yan Intersection-531,,10.0,531.0,,23001.0,,13.73286,100.52876,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.52876 13.73286)
2762,2,227,3.2,19,23001,P1.12,,Phayathai Road,,Soi Churalongkon 26,,10.0,531.0,23000.0,23002.0,,13.73792,100.52946,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.52946 13.73792)
2763,2,227,3.2,19,23002,P1.12,,Phayathai Road,,Soi Chulangkorn 12,,10.0,531.0,23001.0,23003.0,,13.74271,100.53017,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.53017 13.74271)
2764,2,227,3.2,19,23003,P1.11,,Phayathai Road,,Pathum Wan Intersection-531,,10.0,531.0,23002.0,23004.0,,13.7462,100.53066,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.53066 13.7462)
2765,2,227,3.2,19,23004,P3.2,,Phayathai Road,,Hua Chang Bridge,,10.0,531.0,23003.0,23005.0,,13.74903,100.53106,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.53106 13.74903)
2766,2,227,3.2,19,23005,P1.11,,Phayathai Road,,Ratchathewi Intersection-531,,10.0,531.0,23004.0,23006.0,,13.75328,100.53177,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.53177 13.75328)
2767,2,227,3.2,19,23006,P1.11,,Phayathai Road,,Phaya Thai Intersection-531,,10.0,531.0,23005.0,23007.0,,13.75796,100.53431,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.53431 13.75796)
2768,2,227,3.2,19,23007,P1.12,,Phayathai Road,,Soi Rang Nam-531,,10.0,531.0,23006.0,23008.0,,13.76143,100.53643,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.53643 13.76143)
2769,2,227,3.2,19,23008,P1.8,,Phayathai Road,,Victory Monument-531,,10.0,531.0,23007.0,,,13.76436,100.53795,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.53795 13.76436)
2771,2,227,3.2,19,46750,P1.11,,Phet Kasem 23,,Thoet Thai Road,,10.0,2591.0,,46751.0,,13.71981,100.46406,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.46406 13.71981)
2772,2,227,3.2,19,46751,P1.11,,Phet Kasem 23,,Phetkasem Road,,10.0,2591.0,46750.0,,,13.72235,100.46117,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.46117 13.72235)
2774,2,227,3.2,19,46752,P1.11,,Phet Kasem 28,,Phetkasem Road,,10.0,2592.0,,46753.0,,13.7228,100.46153,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.46153 13.7228)
2775,2,227,3.2,19,46753,P1.11,,Phet Kasem 28,,Soi Phet Kasem 28 Yaek 5,,10.0,2592.0,46752.0,,,13.72579,100.46026,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.46026 13.72579)
2777,2,227,3.2,19,46754,P1.11,,Phet Kasem 48,,Phetkasem Road,,10.0,2593.0,,46755.0,,13.71524,100.44414,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.44414 13.71524)
2778,2,227,3.2,19,46755,P1.11,,Phet Kasem 48,,Phet Kasem 48 Yaek 19,,10.0,2593.0,46754.0,46756.0,,13.7228,100.43894,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.43894 13.7228)
2779,2,227,3.2,19,46756,P1.11,,Phet Kasem 48,,Soi Bang Waek 69 Yaek 9,,10.0,2593.0,46755.0,46757.0,,13.73118,100.43414,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.43414 13.73118)
2780,2,227,3.2,19,46757,P1.11,,Phet Kasem 48,,Bang Waek Road,,10.0,2593.0,46756.0,,,13.7372,100.43362,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.43362 13.7372)
2782,2,227,3.2,19,46758,P1.11,,Phet Kasem 54,,Phutthamonthon Sai 1 Soi 4,,10.0,2594.0,,46759.0,,13.72013,100.43133,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.43133 13.72013)
2783,2,227,3.2,19,46759,P1.11,,Phet Kasem 54,,Phet Kasem 54,,10.0,2594.0,46758.0,,,13.71692,100.43582,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.43582 13.71692)
2785,2,227,3.2,19,46760,P1.11,,Phet Kasem 58,,Phetkasem Road,,10.0,2595.0,,46761.0,,13.71271,100.43075,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.43075 13.71271)
2786,2,227,3.2,19,46761,P1.11,,Phet Kasem 58,,Phutthamonthon Sai 1 Soi 4,,10.0,2595.0,46760.0,,,13.71945,100.42957,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.42957 13.71945)
2788,2,227,3.2,19,46762,P1.11,,Phetchaburi 31,,Phetchaburi Road,,10.0,2596.0,,46763.0,,13.74947,100.54482,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.54482 13.74947)
2789,2,227,3.2,19,46763,P1.11,,Phetchaburi 31,,Nikhom Makkasan Road,,10.0,2596.0,46762.0,,,13.75376,100.5464,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.5464 13.75376)
2791,2,227,3.2,19,46764,P1.11,,Phetchaburi 47,,Phetchaburi Road,,10.0,2597.0,,46765.0,,13.7448,100.58468,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58468 13.7448)
2792,2,227,3.2,19,46765,P1.11,,Phetchaburi 47,,Rama 9 Soi 26,,10.0,2597.0,46764.0,,,13.74681,100.58734,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (100.58734 13.74681)
