LOCATION CODE,ROAD NAME,FIRST NAME,SECOND NAME,LATITUDE,LONGITUDE,NEGATIVE OFFSET,POSITIVE OFFSET,geometry,dist_to_osm_m,positive_ok,negative_ok
20351,Motorway Bangkok-Chonburi Road (saimai),To Motorway Km 10 - Km 15 (N1),,13.72922,100.74857,19605,,POINT (100.74857 13.72922),12.063152697286657,False,True
19607,Motorway Bangkok-Chonburi Road (saimai),Motorway KM 10 - KM 15 (From Romklao2),,13.72751,100.7464,,20353,POINT (100.7464 13.72751),3.7298162572767732,True,False
20353,Motorway Bangkok-Chonburi Road (saimai),To Motorway 5 KM 15 - KM 10 (8353),,13.72909,100.74072,19607,,POINT (100.74072 13.72909),2.218243946550538,False,True
19606,Motorway Bangkok-Chonburi Road (saimai),Motorway KM 10 - KM 15 (N1),,13.72922,100.74857,,20352,POINT (100.74857 13.72922),12.063152697286657,True,False
20352,Motorway Bangkok-Chonburi Road (saimai),To Motorway 5 KM 15 - KM 10 (8352),,13.72909,100.74072,19606,,POINT (100.74072 13.72909),2.218243946550538,False,True
19604,Motorway Bangkok-Chonburi Road (saimai),Motorway KM 10 - KM 15(From Lat Krabang),,13.72504,100.76002,,20350,POINT (100.76002 13.72504),11.355638293076534,True,False
20350,Motorway Bangkok-Chonburi Road (saimai),To Motorway Km 10 - Km 15 (N1),,13.72922,100.74857,19604,,POINT (100.74857 13.72922),12.063152697286657,False,True
19614,Motorway Bangkok-Chonburi Road (saimai),Motorway KM 5 - KM 10 (Kanchana Phisek),,13.73151,100.70058,,20357,POINT (100.70058 13.73151),2.481009025596795,True,False
20357,Motorway Bangkok-Chonburi Road (saimai),To Motorway,,13.73315,100.70634,19614,,POINT (100.70634 13.73315),2.2309595979946995,False,True
46068,Motorway Bangkok-Chonburi Road (saimai),Kanchana Phisek Rd. (1),,13.73351,100.69933,,20310,POINT (100.69933 13.73351),0.1063448583859981,True,False
20310,Motorway Bangkok-Chonburi Road (saimai),To Kanchana Phisek Rd. - 8310,,13.73784,100.70235,46068,,POINT (100.70235 13.73784),1.774415195146949,False,True
46066,Motorway Bangkok-Chonburi Road (saimai),Kanchana Phisek Rd. (2),,13.73351,100.69933,,20309,POINT (100.69933 13.73351),0.1063448583859981,True,False
20309,Motorway Bangkok-Chonburi Road (saimai),To Kanchana Phisek Rd. - 8309,,13.73409,100.70302,46066,,POINT (100.70302 13.73409),13.240581633640405,False,True
46082,Motorway Bangkok-Chonburi Road (saimai),Lat Krabang,,13.73014,100.75047,,20321,POINT (100.75047 13.73014),5.689021700294872,True,False
20321,Motorway Bangkok-Chonburi Road (saimai),To Lat Kabang - 8321,,13.72732,100.76036,46082,,POINT (100.76036 13.72732),5.853537137683734,False,True
19625,Motorway Bangkok-Chonburi Road (saimai),Motorway (Srinakharin Intersection),,13.74142,100.64119,,20363,POINT (100.64119 13.74142),2.9469334497166098,True,False
20363,Motorway Bangkok-Chonburi Road (saimai),To Srinakharin Rd. - 8363,,13.73978,100.64203,19625,,POINT (100.64203 13.73978),2.9203676589247958,False,True
19619,Motorway Bangkok-Chonburi Road (saimai),Motorway KM 0 - KM 5,,13.73955,100.64984,,20359,POINT (100.64984 13.73955),2.0395678870090377,True,False
20359,Motorway Bangkok-Chonburi Road (saimai),To Motorway 3 KM 5 - KM 0 (8359),,13.74006,100.64697,19619,,POINT (100.64697 13.74006),4.792619932697167,False,True
19600,Motorway Bangkok-Chonburi Road (saimai),Motorway KM 10 - KM 15 (1),,13.73051,100.76133,,20348,POINT (100.76133 13.73051),7.637693956308548,True,False
20348,Motorway Bangkok-Chonburi Road (saimai),To Suvarnabhumi Rd.,,13.72674,100.76063,19600,,POINT (100.76063 13.72674),0.9689341795689609,False,True
19611,Motorway Bangkok-Chonburi Road (saimai),Motorway KM 5 - KM 10 (Kanchana Phisek Rd 1),,13.73143,100.70963,,20354,POINT (100.70963 13.73143),6.684031301319378,True,False
20354,Motorway Bangkok-Chonburi Road (saimai),To Motorway KM 5 - KM 10 (Kanchana Phisek Rd ) - 8354,,13.73174,100.70498,19611,,POINT (100.70498 13.73174),1.7355594250843864,False,True
19613,Motorway Bangkok-Chonburi Road (saimai),Motorway KM 5 - KM 10 (Kanchana Phisek Rd 3),,13.73174,100.70498,,20356,POINT (100.70498 13.73174),1.7355594250843864,True,False
20356,Motorway Bangkok-Chonburi Road (saimai),To Motorway KM 5 - KM 10 (Kanchana Phisek Rd ) - 8356,,13.73023,100.70293,19613,,POINT (100.70293 13.73023),3.665253864695233,False,True
19612,Motorway Bangkok-Chonburi Road (saimai),Motorway KM 5 - KM 10 (Kanchana Phisek.Rd 2),,13.73174,100.70498,,20355,POINT (100.70498 13.73174),1.7355594250843864,True,False
20355,Motorway Bangkok-Chonburi Road (saimai),To Motorway KM 5 - KM 10 (Kanchana Phisek Rd ) - 8355,,13.73784,100.70235,19612,,POINT (100.70235 13.73784),1.774415195146949,False,True
19615,Motorway Bangkok-Chonburi Road (saimai),Motorway KM 5 - KM 10 (Kanchana Phisek.Rd 4),,13.73151,100.70058,,20358,POINT (100.70058 13.73151),2.481009025596795,True,False
20358,Motorway Bangkok-Chonburi Road (saimai),To Motorway 3 KM 10 - KM 5,,13.73272,100.69947,19615,,POINT (100.69947 13.73272),6.169779339153588,False,True
19621,Motorway Bangkok-Chonburi Road (saimai),Motorway Srinakharin Intersection,,13.74006,100.64697,,20361,POINT (100.64697 13.74006),4.792619932697167,True,False
20361,Motorway Bangkok-Chonburi Road (saimai),Motorway,,13.73864,100.64193,19621,,POINT (100.64193 13.73864),1.2891545503429163,False,True
46060,Motorway Bangkok-Chonburi Road (saimai),Srinakharin (2),,13.74276,100.63665,,20305,POINT (100.63665 13.74276),0.07294982609086753,True,False
20305,Motorway Bangkok-Chonburi Road (saimai),To Srinakharin - 8305,,13.74376,100.64298,46060,,POINT (100.64298 13.74376),2.854508357317235,False,True
46062,Motorway Bangkok-Chonburi Road (saimai),Srinakharin (3),,13.74135,100.64302,,20307,POINT (100.64302 13.74135),3.346272675376078,True,False
20307,Motorway Bangkok-Chonburi Road (saimai),To Srinakharin Rd. - 8307,,13.74186,100.64267,46062,,POINT (100.64267 13.74186),3.4547377925708127,False,True
19500,Motorway Bangkok-Chonburi Road (saimai),Srinakharin - Srinakharin Intersection,,13.74276,100.63665,,46058,POINT (100.63665 13.74276),0.07294982609086753,True,False
46058,Motorway Bangkok-Chonburi Road (saimai),Yaek Srinakharin Overpass,,13.74176,100.64109,19500,46059,POINT (100.64109 13.74176),4.024305266843398,True,True
46059,Motorway Bangkok-Chonburi Road (saimai),Srinakharin,,13.74135,100.64302,46058,46064,POINT (100.64302 13.74135),3.346272675376078,True,True
46064,Motorway Bangkok-Chonburi Road (saimai),To Motorway - 2091,,13.74008,100.64905,46059,,POINT (100.64905 13.74008),0.24119993253119507,False,True
46076,Motorway Bangkok-Chonburi Road (saimai),Romklao Overpass,,13.72983,100.73964,,46081,POINT (100.73964 13.72983),10.239359124667,True,False
46081,Motorway Bangkok-Chonburi Road (saimai),Motorway KM 10 - KM 15 (2),,13.72992,100.75097,46076,19529,POINT (100.75097 13.72992),0.4693740505551796,True,True
19529,Motorway Bangkok-Chonburi Road (saimai),Motorway KM 10 - KM 15 (3),,13.73109,100.76167,46081,,POINT (100.76167 13.73109),2.137613426455606,False,True
19620,Motorway Bangkok-Chonburi Road (saimai),Motorway KM 0 - KM 5,,13.74006,100.64697,,20360,POINT (100.64697 13.74006),4.792619932697167,True,False
20360,Motorway Bangkok-Chonburi Road (saimai),To Motorway KM 0 - Km 5 (8360),,13.74032,100.64642,19620,,POINT (100.64642 13.74032),1.4689936406226107,False,True
19596,Motorway Bangkok-Chonburi Road (saimai),Motorway KM 20 - KM 10,,13.71713,100.81633,,19597,POINT (100.81633 13.71713),7.137128524401506,True,False
19597,Motorway Bangkok-Chonburi Road (saimai),Motorway 1 KM 15 - KM 10,,13.73181,100.78014,19596,19598,POINT (100.78014 13.73181),5.808814565928958,True,True
19598,Motorway Bangkok-Chonburi Road (saimai),Soi Chaokhun Thahan,,13.73078,100.76248,19597,19601,POINT (100.76248 13.73078),0.14263887828334626,True,True
19601,Motorway Bangkok-Chonburi Road (saimai),Motorway 3 KM 15 - KM 10,,13.73051,100.76133,19598,19603,POINT (100.76133 13.73051),7.637693956308548,True,True
19603,Motorway Bangkok-Chonburi Road (saimai),Motorway (From Chaokhun Thahan Rd.),,13.72962,100.75725,19601,19608,POINT (100.75725 13.72962),2.570695767904106,True,True
19608,Motorway Bangkok-Chonburi Road (saimai),Motorway KM 10 (From Romklao Rd.),,13.72909,100.74072,19603,19609,POINT (100.74072 13.72909),2.218243946550538,True,True
19609,Motorway Bangkok-Chonburi Road (saimai),Motorway KM 10 - 1091,,13.72897,100.73403,19608,19610,POINT (100.73403 13.72897),2.417739299822498,True,True
19610,Motorway Bangkok-Chonburi Road (saimai),Motorway 2 KM 10- KM 5,,13.73143,100.70963,19609,19616,POINT (100.70963 13.73143),6.684031301319378,True,True
19616,Motorway Bangkok-Chonburi Road (saimai),Motorway 3 KM 10 - KM 5,,13.73272,100.69947,19610,19617,POINT (100.69947 13.73272),6.169779339153588,True,True
19617,Motorway Bangkok-Chonburi Road (saimai),Motorway 1 KM 5 - KM 0,,13.73401,100.68803,19616,19618,POINT (100.68803 13.73401),1.677390458564757,True,True
19618,Motorway Bangkok-Chonburi Road (saimai),Motorway 2 KM 5 - KM 0,,13.73955,100.64984,19617,19622,POINT (100.64984 13.73955),2.0395678870090377,True,True
19622,Motorway Bangkok-Chonburi Road (saimai),Motorway 3 KM 5 - KM 0,,13.74032,100.64642,19618,19623,POINT (100.64642 13.74032),1.4689936406226107,True,True
19623,Motorway Bangkok-Chonburi Road (saimai),Motorway 4 KM 5 - KM 0,,13.74093,100.64352,19622,19626,POINT (100.64352 13.74093),1.274123052261518,True,True
19626,Motorway Bangkok-Chonburi Road (saimai),Motoway - Dan Srinakharin (2),,13.74142,100.64119,19623,19646,POINT (100.64119 13.74142),2.9469334497166098,True,True
19646,Motorway Bangkok-Chonburi Road (saimai),1Motoway - Dan Srinakharin-2Motoway - Dan Srinakharin,,13.74246,100.63629,19626,,POINT (100.63629 13.74246),2.316670509807804,False,True
46642,Na Phra That Road,Na Phra Lan Road,,13.7524,100.49126,,46643,POINT (100.49126 13.7524),2.7215919107311004,True,False
46643,Na Phra That Road,Rachini Road,,13.75881,100.49304,46642,,POINT (100.49304 13.75881),0.5073816909396416,False,True
15120,Nawamin Road,Bang Kapi Intersection,,13.76649,100.64806,,15121,POINT (100.64806 13.76649),2.2883563280744528,True,False
15121,Nawamin Road,Kan Kheha Junction,,13.78426,100.64765,15120,15122,POINT (100.64765 13.78426),5.965118717721984,True,True
15122,Nawamin Road,Kasetsart-Navamin Junction,,13.80971,100.6501,15121,15123,POINT (100.6501 13.80971),0.9848807946564858,True,True
15123,Nawamin Road,Km 8 Intersection-612,,13.83868,100.66248,15122,,POINT (100.66248 13.83868),0.1279953043393708,False,True
46646,Nakaniwat 16,Nak Niwat Road,,13.80695,100.60809,,46647,POINT (100.60809 13.80695),7.013280109856692,True,False
46647,Nakaniwat 16,Soi Yothin Phattana,,13.807,100.61402,46646,,POINT (100.61402 13.807),0.6358536911006495,False,True
38501,Nakhonchaisri Rd.,Metrpolitan Electricity Authority Hospital,,13.78679,100.50935,,38502,POINT (100.50935 13.78679),4.009133671825819,True,False
38502,Nakhonchaisri Rd.,Si Yan Intersection-562,,13.78537,100.51181,38501,38503,POINT (100.51181 13.78537),0.45432106734656363,True,True
38503,Nakhonchaisri Rd.,Ruam Chit Intersection-562,,13.78354,100.51504,38502,38504,POINT (100.51504 13.78354),1.381046602132251,True,True
38504,Nakhonchaisri Rd.,Phichai Intersection-562,,13.78189,100.51805,38503,38505,POINT (100.51805 13.78189),0.3444374363726833,True,True
38505,Nakhonchaisri Rd.,Ratchawat Intersection-562,,13.7795,100.52236,38504,38506,POINT (100.52236 13.7795),1.4103813370301772,True,True
38506,Nakhonchaisri Rd.,Samsen Intersection-562,,13.77618,100.52839,38505,38507,POINT (100.52839 13.77618),1.9517225406420224,True,True
38507,Nakhonchaisri Rd.,Rong Krong Nam Junction-562,,13.77506,100.5311,38506,,POINT (100.5311 13.77506),0.28235989742714446,False,True
45002,Nakhon Sawan Road,Chakkraphatdiphong Intersection-674,,13.75825,100.50951,,45003,POINT (100.50951 13.75825),1.2041969885700288,True,False
45003,Nakhon Sawan Road,Saphan Thewa Kam Intersection-674,,13.76015,100.51286,45002,45004,POINT (100.51286 13.76015),2.6966874990320417,True,True
45004,Nakhon Sawan Road,Nang Leong Junction-674,,13.7617,100.51549,45003,45023,POINT (100.51549 13.7617),1.929629656197571,True,True
45023,Nakhon Sawan Road,Yommarat Intersection-674,,13.75727,100.52053,45004,,POINT (100.52053 13.75727),2.040187214874085,False,True
46648,Naradhiwas Rajanagarindra 10,Naradhiwas Rajanagarindra 10/Soi Chan 18/7 Yaek 28,,13.71313,100.52767,,46649,POINT (100.52767 13.71313),0.28425908258688964,True,False
46649,Naradhiwas Rajanagarindra 10,Naradhiwas Rajanagarindra Road,,13.71509,100.53346,46648,,POINT (100.53346 13.71509),0.31456306034602094,False,True
46650,Naradhiwas Rajanagarindra 14,Chan 16,,13.71077,100.5301,,46651,POINT (100.5301 13.71077),3.1896935969317206,True,False
46651,Naradhiwas Rajanagarindra 14,Naradhiwas Rajanagarindra Road,,13.71336,100.53429,46650,,POINT (100.53429 13.71336),1.8275782222790677,False,True
46652,Naradhiwas Rajanagarindra 17,Naradhiwas Rajanagarindra Road,,13.71385,100.53447,,46653,POINT (100.53447 13.71385),0.19691404459275544,True,False
46653,Naradhiwas Rajanagarindra 17,Suan Phlu Road/Naradhiwas Rajanagarindra 17,,13.71607,100.53887,46652,,POINT (100.53887 13.71607),3.058391663720976,False,True
28000,Naradhiwas Rajanagarindra Road,Narathiwat Intersection Overpass,,13.69541,100.54686,,28001,POINT (100.54686 13.69541),2.5465586364388106,True,False
28001,Naradhiwas Rajanagarindra Road,Narathiwat-under Mahanakhon Tollway,,13.70059,100.54158,28000,,POINT (100.54158 13.70059),3.5145517568402016,False,True
28003,Naradhiwas Rajanagarindra Road,Narathiwat Ratchanakharin Rd. Cross Chan Rd.,,13.70712,100.53762,,28004,POINT (100.53762 13.70712),5.393638646947479,True,False
28004,Naradhiwas Rajanagarindra Road,Naradhiwas Rajanagarindra 14,,13.71349,100.5345,28003,28005,POINT (100.5345 13.71349),14.561997472003915,True,True
28005,Naradhiwas Rajanagarindra Road,Narin Thon Intersection-541,,13.72186,100.53037,28004,28006,POINT (100.53037 13.72186),0.13244475848865286,True,True
28006,Naradhiwas Rajanagarindra Road,Nararum Intersection-541,,13.72632,100.52817,28005,28007,POINT (100.52817 13.72632),3.477790381007435,True,True
28007,Naradhiwas Rajanagarindra Road,Narathiwatratchanakarin Rd. Intersection-541,,13.72857,100.52715,28006,,POINT (100.52715 13.72857),1.7407607772911824,False,True
45914,Ngam Wong Wan Road,Laksi,,13.85605,100.54523,,45904,POINT (100.54523 13.85605),1.9662728046730749,True,False
45904,Ngam Wong Wan Road,Phong Phet Intersection,,13.85605,100.54525,45914,45905,POINT (100.54525 13.85605),1.6550277532240971,True,True
45905,Ngam Wong Wan Road,Bang Khen Intersection,,13.84754,100.56149,45904,45906,POINT (100.56149 13.84754),2.954456793022791,True,True
45906,Ngam Wong Wan Road,Kasetsart Intersection-695,,13.83973,100.57553,45905,,POINT (100.57553 13.83973),1.463728975283261,False,True
46668,Ngamwongwan47 Yaek39 Chinket 2/37 (West),Prachachuen 12 Yaek 1-2-2,,13.86984,100.55195,,46669,POINT (100.55195 13.86984),2.522868779143176,True,False
46669,Ngamwongwan47 Yaek39 Chinket 2/37 (West),Ngamwongwan47 Yaek39 Chinket 2/37/Ngamwongwan47 Yaek42 Chinket 2/40,,13.86994,100.55593,46668,,POINT (100.55593 13.86994),5.382246390876943,False,True
46670,Ngamwongwan47 Yaek42 Chinket 2/40,Ngamwongwan47 Yaek39 Chinket 2/37/Ngamwongwan47 Yaek42 Chinket 2/40,,13.86994,100.55593,,46671,POINT (100.55593 13.86994),5.382246390876943,True,False
46671,Ngamwongwan47 Yaek42 Chinket 2/40,Chitchon Road,,13.87005,100.56061,46670,,POINT (100.56061 13.87005),6.104943213321382,False,True
46680,On Nut 39,On Nut Road,,13.71133,100.63838,,46681,POINT (100.63838 13.71133),1.17929884131599,True,False
46681,On Nut 39,Soi Onnut 39,,13.71958,100.63748,46680,46682,POINT (100.63748 13.71958),5.289489262360937,True,True
46682,On Nut 39,Srinagarindra 24,,13.72029,100.63957,46681,,POINT (100.63957 13.72029),4.942611275164034,False,True
46683,On Nut 44,Soi Wachiratham Sathit 57,,13.70163,100.63087,,46684,POINT (100.63087 13.70163),3.1516243400372987,True,False
46684,On Nut 44,Soi Muban Phatthanaphon,,13.70327,100.63045,46683,46685,POINT (100.63045 13.70327),5.778479060883778,True,True
46685,On Nut 44,On Nut,,13.71008,100.62944,46684,,POINT (100.62944 13.71008),1.9930384654037354,False,True
46686,On Nut 46,On Nut 46/Srinagarindra 38,,13.6985,100.63838,,46687,POINT (100.63838 13.6985),2.7200604799831662,True,False
46687,On Nut 46,Moo Ban Mittrapap 4,,13.70407,100.63668,46686,46688,POINT (100.63668 13.70407),2.5926840458404055,True,True
46688,On Nut 46,Soi Sukhumvit 77,,13.7106,100.63431,46687,,POINT (100.63431 13.7106),0.7979416637103722,False,True
10001,Phahon Yothin Road,Under Tollway Phahol Yothin,,13.7666,100.53933,,10002,POINT (100.53933 13.7666),0.3242075555038466,True,False
10002,Phahon Yothin Road,BTS Sanam Pao,,13.77262,100.54212,10001,10003,POINT (100.54212 13.77262),6.835894672555397,True,True
10003,Phahon Yothin Road,Soi Phahol Yothin 2-501,,13.77563,100.54326,10002,10004,POINT (100.54326 13.77563),0.7179331344958839,True,True
10004,Phahon Yothin Road,Soi Phahol Yothin 7,,13.78086,100.54497,10003,10005,POINT (100.54497 13.78086),3.6793768684306074,True,True
10005,Phahon Yothin Road,Shinnawat 2,,13.7861,100.54687,10004,10006,POINT (100.54687 13.7861),1.1784022173943378,True,True
10006,Phahon Yothin Road,Saphan Khwai Intersection-501,,13.78979,100.54821,10005,10007,POINT (100.54821 13.78979),1.1218604794752542,True,True
10007,Phahon Yothin Road,BTS Saphan Kwai,,13.79373,100.5497,10006,10008,POINT (100.5497 13.79373),6.475489427356711,True,True
10008,Phahon Yothin Road,Kamphaeng Phet Intersection-501,,13.79791,100.55106,10007,10026,POINT (100.55106 13.79791),2.5738481086826757,True,True
10026,Phahon Yothin Road,Yan Phahon Junction,,13.8003,100.55244,10008,10009,POINT (100.55244 13.8003),6.324882418745302,True,True
10009,Phahon Yothin Road,BTS Head Office,,13.80257,100.55378,10026,10010,POINT (100.55378 13.80257),7.265019394053582,True,True
10010,Phahon Yothin Road,Soi Yuwakanit,,13.80573,100.55563,10009,10011,POINT (100.55563 13.80573),3.972030399715091,True,True
10011,Phahon Yothin Road,Tmb.head Office,,13.80846,100.55734,10010,10012,POINT (100.55734 13.80846),2.3979372462955206,True,True
10012,Phahon Yothin Road,Lat Phrao Intersection-501,,13.81117,100.55888,10011,10013,POINT (100.55888 13.81117),0.018077664202484363,True,True
10013,Phahon Yothin Road,Central Lat Phrao,,13.81543,100.56126,10012,10014,POINT (100.56126 13.81543),2.7674790768194883,True,True
10014,Phahon Yothin Road,Rasa Building,,13.82019,100.56404,10013,10015,POINT (100.56404 13.82019),1.402238816867768,True,True
10015,Phahon Yothin Road,Soi Phahol Yothin 23,,13.82431,100.56645,10014,10016,POINT (100.56645 13.82431),1.9912839908194446,True,True
10016,Phahon Yothin Road,Ratchayothin Intersection-501,,13.82706,100.56807,10015,10017,POINT (100.56807 13.82706),0.9434418929275633,True,True
10017,Phahon Yothin Road,Soi Phahon Yothin 35,,13.83141,100.57061,10016,10018,POINT (100.57061 13.83141),1.0148278495809457,True,True
10018,Phahon Yothin Road,Sena Intersection,,13.83393,100.57227,10017,10019,POINT (100.57227 13.83393),0.6118518388874989,True,True
10019,Phahon Yothin Road,Soi Phahon Yothin 34,,13.83643,100.57376,10018,10020,POINT (100.57376 13.83643),2.523238685701393,True,True
10020,Phahon Yothin Road,Kasetsart Intersection-501,,13.83973,100.57553,10019,10021,POINT (100.57553 13.83973),1.463728975283261,True,True
10021,Phahon Yothin Road,Km-15 Phahol Yothin Rd.,,13.84818,100.58062,10020,10022,POINT (100.58062 13.84818),5.04356894628807,True,True
10022,Phahon Yothin Road,Anusawari Lak Si Circle-501,,13.87527,100.5968,10021,,POINT (100.5968 13.87527),10.501968019951955,False,True
46696,Phahon Yothin 2,1,,13.77555,100.54321,,46697,POINT (100.54321 13.77555),2.903896139466602,True,False
46697,Phahon Yothin 2,31,,13.77115,100.55184,46696,,POINT (100.55184 13.77115),1.1759221101659527,False,True
46710,Phahon Yothin 48,Phahon Yothin Road,,13.88607,100.60295,,46711,POINT (100.60295 13.88607),2.2607184386511796,True,False
46711,Phahon Yothin 48,Phahon Yothin 48 Yaek 7,,13.88404,100.60821,46710,46712,POINT (100.60821 13.88404),5.5728185558875,True,True
46712,Phahon Yothin 48,Phaporn Bhaesaj,,13.88005,100.60878,46711,,POINT (100.60878 13.88005),0.5359224042251282,False,True
46713,Phahon Yothin 48 Yaek 37,Phaporn Bhaesaj,,13.87902,100.61304,,46714,POINT (100.61304 13.87902),4.803393711434202,True,False
46714,Phahon Yothin 48 Yaek 37,Soi Thep Sathit,,13.87706,100.61645,46713,46715,POINT (100.61645 13.87706),3.24516514180524,True,True
46715,Phahon Yothin 48 Yaek 37,Soi Ram Intra 5,,13.87561,100.61917,46714,46716,POINT (100.61917 13.87561),5.21054090445113,True,True
46716,Phahon Yothin 48 Yaek 37,Soi Ram Intra 23,,13.87269,100.62439,46715,46717,POINT (100.62439 13.87269),2.7519587152996876,True,True
46717,Phahon Yothin 48 Yaek 37,Soi Ram Intra 23/Ram Intra 21 Yaek 2,,13.87185,100.62603,46716,,POINT (100.62603 13.87185),1.85455579632602,False,True
46720,Phahon Yothin 5,Soi Ari 1,,13.77788,100.54207,,46721,POINT (100.54207 13.77788),3.3039770464359846,True,False
46721,Phahon Yothin 5,Phahon Yothin Road,,13.77684,100.54358,46720,,POINT (100.54358 13.77684),2.242536354017974,False,True
46727,Phahon Yothin 54/1,1,,13.90183,100.61217,,46728,POINT (100.61217 13.90183),4.425908932558217,True,False
46728,Phahon Yothin 54/1,Liap Khlong Song Road,,13.90437,100.6184,46727,,POINT (100.6184 13.90437),3.0329518909032,False,True
46743,Phaporn Bhaesaj,Phahon Yothin 48,,13.88005,100.60878,,46744,POINT (100.60878 13.88005),0.5359224042251282,True,False
46744,Phaporn Bhaesaj,Phahon Yothin 48 Yaek 37,,13.87902,100.61304,46743,,POINT (100.61304 13.87902),4.803393711434202,False,True
46745,Phatthanakan 25,Phatthanakan Road,,13.73639,100.61638,,46746,POINT (100.61638 13.73639),0.4867769383081229,True,False
46746,Phatthanakan 25,Soi Thawon Thawat 1,,13.74138,100.61608,46745,,POINT (100.61608 13.74138),1.0248013979534774,False,True
46747,Phatthanakan Road,Kanlapraphruek Road/Phatthanakan Road,,13.69453,100.43736,,46748,POINT (100.43736 13.69453),2.1834766560481658,True,False
46748,Phatthanakan Road,Kamnan Maen 17,,13.69688,100.4359,46747,46749,POINT (100.4359 13.69688),0.7815838907068584,True,True
46749,Phatthanakan Road,Thoet Thai Road,,13.70607,100.42822,46748,,POINT (100.42822 13.70607),0.9553062115580484,False,True
23000,Phayathai Road,Sam Yan Intersection-531,,13.73286,100.52876,,23001,POINT (100.52876 13.73286),1.519284058518145,True,False
23001,Phayathai Road,Soi Churalongkon 26,,13.73792,100.52946,23000,23002,POINT (100.52946 13.73792),0.9979894154978904,True,True
23002,Phayathai Road,Soi Chulangkorn 12,,13.74271,100.53017,23001,23003,POINT (100.53017 13.74271),0.8620050418684666,True,True
23003,Phayathai Road,Pathum Wan Intersection-531,,13.7462,100.53066,23002,23004,POINT (100.53066 13.7462),2.3297072272786115,True,True
23004,Phayathai Road,Hua Chang Bridge,,13.74903,100.53106,23003,23005,POINT (100.53106 13.74903),14.215342609105035,True,True
23005,Phayathai Road,Ratchathewi Intersection-531,,13.75328,100.53177,23004,23006,POINT (100.53177 13.75328),3.2753377548052263,True,True
23006,Phayathai Road,Phaya Thai Intersection-531,,13.75796,100.53431,23005,23007,POINT (100.53431 13.75796),1.000029800142558,True,True
23007,Phayathai Road,Soi Rang Nam-531,,13.76143,100.53643,23006,23008,POINT (100.53643 13.76143),0.8644020117685723,True,True
23008,Phayathai Road,Victory Monument-531,,13.76436,100.53795,23007,,POINT (100.53795 13.76436),3.7925693800426203,False,True
46750,Phet Kasem 23,Thoet Thai Road,,13.71981,100.46406,,46751,POINT (100.46406 13.71981),1.4536321291780325,True,False
46751,Phet Kasem 23,Phetkasem Road,,13.72235,100.46117,46750,,POINT (100.46117 13.72235),2.7610257140996546,False,True
46754,Phet Kasem 48,Phetkasem Road,,13.71524,100.44414,,46755,POINT (100.44414 13.71524),2.6178011578835396,True,False
46755,Phet Kasem 48,Phet Kasem 48 Yaek 19,,13.7228,100.43894,46754,46756,POINT (100.43894 13.7228),4.459061085581008,True,True
46756,Phet Kasem 48,Soi Bang Waek 69 Yaek 9,,13.73118,100.43414,46755,46757,POINT (100.43414 13.73118),0.9856396746338826,True,True
46757,Phet Kasem 48,Bang Waek Road,,13.7372,100.43362,46756,,POINT (100.43362 13.7372),0.6160410999769843,False,True
46762,Phetchaburi 31,Phetchaburi Road,,13.74947,100.54482,,46763,POINT (100.54482 13.74947),0.3104653694408109,True,False
46763,Phetchaburi 31,Nikhom Makkasan Road,,13.75376,100.5464,46762,,POINT (100.5464 13.75376),3.3881191592185886,False,True
45005,Phetchaburi Road,Yommarat Intersection-674,,13.75727,100.52053,,45006,POINT (100.52053 13.75727),2.040187214874085,True,False
45006,Phetchaburi Road,Uruphong Intersection-675,,13.75623,100.52349,45005,45007,POINT (100.52349 13.75623),0.1027238343049726,True,True
45007,Phetchaburi Road,Phet Phraram Junction,,13.75503,100.5269,45006,45008,POINT (100.5269 13.75503),6.032134373461619,True,True
45008,Phetchaburi Road,Ratchathewi Intersection-675,,13.75328,100.53177,45007,45009,POINT (100.53177 13.75328),3.2753377548052263,True,True
45009,Phetchaburi Road,Soi Somprasong 3,,13.75148,100.53672,45008,45010,POINT (100.53672 13.75148),3.6964757410292584,True,True
45010,Phetchaburi Road,Pratu Nam Intersection-675,,13.74998,100.54104,45009,45011,POINT (100.54104 13.74998),0.46535822766407703,True,True
45011,Phetchaburi Road,Soi Phetburi 34 (chidlom),,13.74944,100.54486,45010,45012,POINT (100.54486 13.74944),3.7911664253590964,True,True
45012,Phetchaburi Road,Witthayu-phet Intersection-675,,13.74969,100.54859,45011,45013,POINT (100.54859 13.74969),0.2388767634231884,True,True
45013,Phetchaburi Road,Mit Samphan Intersection,,13.74995,100.55448,45012,45014,POINT (100.55448 13.74995),1.9391983480587873,True,True
45014,Phetchaburi Road,St. Dominic School,,13.74947,100.55906,45013,45015,POINT (100.55906 13.74947),1.2802974536869396,True,True
45015,Phetchaburi Road,Asok-new Phetchaburi Intersection-675,,13.74895,100.5634,45014,,POINT (100.5634 13.74895),0.8907607116183349,False,True
45017,Phetchaburi Road,Thong Lo Nuea Junction,,13.74466,100.58567,,45018,POINT (100.58567 13.74466),5.865544517151399,True,False
45018,Phetchaburi Road,Ekkmai Nuea Intersection,,13.74343,100.59062,45017,45019,POINT (100.59062 13.74343),3.7522657363863434,True,True
