LOCATION CODE,LATITUDE,LONGITUDE,u,v,key,osmid,distance_meters
11046,13.67185,100.60612,2210489606,9315736232,0,1009341618,0.607521795187941
20021,13.67361,100.60591,12042043003,12042042997,0,150571885,2.984278209558165
11048,13.6742,100.60318,9647659355,7919426806,0,154400173,33.97482915567171
20023,13.67576,100.60444,1287529859,1287529714,0,1185907128,3.6296686267889045
45935,13.7158,100.55817,3576517458,1693026918,0,1414454687,20.54257701378378
45935,13.7158,100.55817,1693026918,3576517458,0,1414454687,20.54257701378378
45937,13.71303,100.56179,2210489978,2210489967,0,211040206,34.485072131327335
45940,13.71253,100.56813,2210489954,8323787400,0,211040190,33.778128856565104
45943,13.71257,100.57698,567271584,8296100596,0,292571831,10.72990324687032
45944,13.70912,100.58456,6680852820,8186644275,0,208631107,15.108769079823825
45946,13.7047,100.58953,10106888517,85753866,0,1189079713,26.003617887594164
45947,13.70336,100.59014,313135397,4007442823,0,113135430,0.12505401546608658
45949,13.69919,100.59206,2210489836,85774963,0,28506598,17.12160819927415
11122,13.69683,100.59431,1283869074,1283869072,0,113135430,20.84357880232007
45951,13.69542,100.59628,8141584486,8141584485,0,210884218,20.92490826729002
45952,13.68554,100.60282,2210489680,1287529910,0,874590895,20.231379388372392
11127,13.67581,100.60497,279592824,279592825,0,25648992,15.128312799363783
11068,13.7145,100.55537,272462178,358242995,0,829639198,0.9506862288784567
11070,13.7085,100.54976,1687148412,358242997,0,1188901077,20.277881357781624
11071,13.70031,100.54185,5880402925,5884157479,0,462260865,11.620557000709693
11073,13.69804,100.54028,2088898247,2930651327,0,154774074,4.398833493966269
11073,13.69804,100.54028,11092203285,2088898247,0,154774074,4.398833493966269
11074,13.6937,100.5305,12362349762,330925197,0,154774095,4.7438999211988175
11077,13.6923,100.52679,330925200,1687147820,0,694465897,3.029062103140813
11078,13.69046,100.52461,11886175387,11536676636,0,1176581304,9.997079181131673
11079,13.68555,100.52076,359647053,2090403611,0,32042653,3.7272498437377384
11081,13.67533,100.51278,12478562820,12478562814,0,1349002059,21.7496658644167
11082,13.67081,100.49443,205202056,205202055,0,29994292,24.369345782371237
11125,13.6782,100.47744,1131074780,1131074722,0,97698635,28.35469944602102
45915,13.76862,100.55079,359739947,8064507862,0,835519345,6.861736781450441
45916,13.76553,100.54922,1686781797,9455596103,0,32046295,3.655677039739743
45917,13.76163,100.5471,359732205,359732206,0,1025483069,2.460835819217052
11120,13.75539,100.54573,280183551,85753823,0,29022425,4.142180841214917
45919,13.7515,100.54932,7905514041,304915442,0,27768571,11.974213827720979
45919,13.7515,100.54932,85753828,7905514041,0,27768571,11.974213827720979
45918,13.74696,100.55039,304915425,304918827,0,27768954,26.377955955527614
45923,13.7452,100.55062,1692045466,1692045561,0,156966565,29.866699095647093
45924,13.73699,100.55144,7114180123,11945188108,0,62218145,2.466949792885501
45926,13.73314,100.55182,12079557927,1692045738,0,62218145,7.524209999446871
45927,13.72832,100.55237,6437708558,11310098441,0,62218145,5.47835874934983
45929,13.72641,100.55258,776139734,6437708558,0,62218145,5.28136550194093
45930,13.72226,100.55293,9391754812,1692045717,0,156966536,7.415269322380576
45931,13.7176,100.55523,272460511,9500499235,0,156966524,33.38259983578067
45931,13.7176,100.55523,9500499235,8063314472,0,156966524,33.38259983578067
11123,13.7158,100.55817,3576517458,1693026918,0,1414454687,20.54257701378378
11123,13.7158,100.55817,1693026918,3576517458,0,1414454687,20.54257701378378
11059,13.70988,100.57977,8296101681,2210489904,0,1198576174,90.54584741221404
20026,13.71202,100.57665,2210489941,4246684058,0,211040177,5.322893500396511
11085,13.68184,100.47415,1130884611,5919973552,0,830066287,56.72204922146825
20037,13.67831,100.47827,205200430,205200431,0,29993436,37.38346663589729
11086,13.68213,100.47932,1131074718,1131074524,0,97698619,10.74099695032136
20038,13.67831,100.47827,205200430,205200431,0,29993436,37.38346663589729
45921,13.74854,100.55048,1692045681,304918796,0,156936797,55.83333958539068
46086,13.74696,100.55039,304915425,304918827,0,27768954,26.377955955527614
11042,13.71113,100.56356,292745222,2210489923,0,936290890,2.262969703979505
46102,13.71132,100.56308,2210489927,8629532029,0,947575047,6.98380217566751
45938,13.71217,100.5642,11039625038,11039625037,0,1188911303,0.4770136196286729
46094,13.71201,100.56511,2210489936,2210489939,0,211040211,48.65603627276205
11112,13.72441,100.5517,1692045612,1692045719,0,156966571,64.27531005590232
20049,13.7261,100.55215,1692045737,1692045586,0,185059750,13.50776443857221
11102,13.70804,100.54325,275511187,13206571257,0,19832708,13.387292493278492
11102,13.70804,100.54325,13206571257,275511187,0,19832708,13.387292493278492
11098,13.69641,100.53329,1687148014,1687147986,0,1104440841,83.38439812268878
20042,13.697,100.53507,11092269743,330928497,0,753173499,80.6866755306527
11117,13.7437,100.54966,1692045654,1692045655,0,318225485,46.15100476503608
11117,13.7437,100.54966,1692045655,304918794,0,156966556,46.15100476503608
20051,13.74533,100.55012,61892881,283031244,0,156936805,4.5061545521999715
20025,13.69541,100.5953,1286878412,5886449102,0,710018549,6.253119583162167
11090,13.67285,100.50712,1687267657,1687267633,0,154579556,12.763313923198872
20040,13.67223,100.50667,12430663667,12430663670,0,1343463553,7.322994429724879
11076,13.69398,100.53169,2088898109,2088898099,0,198802003,1.855140787150955
20033,13.6923,100.52679,330925200,1687147820,0,694465897,3.029062103140813
11083,13.6782,100.47744,1131074780,1131074722,0,97698635,28.35469944602102
20035,13.68247,100.47927,1131074496,1131074540,0,97698630,3.557957365811879
11084,13.6782,100.47744,1131074780,1131074722,0,97698635,28.35469944602102
20036,13.6809,100.47365,1131074483,1131074790,0,97698645,7.569141018721619
45942,13.71257,100.57698,567271584,8296100596,0,292571831,10.72990324687032
46097,13.71086,100.58172,5261661253,567271590,0,292571831,28.933190930218135
46054,13.68233,100.6031,1287529765,1283908105,0,113139330,5.434538841052733
20304,13.68441,100.60231,13066791202,11233375545,0,211040219,9.566001393642953
20304,13.68441,100.60231,11233375545,13066791202,0,211040219,9.566001393642953
11044,13.67581,100.60497,279592824,279592825,0,25648992,15.128312799363783
20019,13.67288,100.60897,1885340878,7913787473,0,211040176,5.272442835188339
11115,13.73913,100.55073,11013801165,1692045607,0,1185687266,14.169752911593205
20050,13.75174,100.54807,1691763907,61892877,0,156936803,67.77753880597915
45922,13.7452,100.55062,1692045466,1692045561,0,156966565,29.866699095647093
46087,13.7431,100.55117,7904409568,207170155,0,156261405,41.8830390563892
46087,13.7431,100.55117,207170155,7904409568,0,156261405,41.8830390563892
45925,13.74253,100.55119,7115903846,272488064,0,236770832,3.9363647905716777
46088,13.73314,100.55182,12079557927,1692045738,0,62218145,7.524209999446871
11041,13.67581,100.60497,279592824,279592825,0,25648992,15.128312799363783
46101,13.67565,100.60741,11046112950,11046112949,0,183702312,20.119016827506037
11062,13.71182,100.56819,8323787324,11041568075,0,210884217,16.4772510301794
20028,13.71104,100.56373,2210489914,292745405,0,211040193,0.5591638963705047
45936,13.71303,100.56179,2210489978,2210489967,0,211040206,34.485072131327335
46093,13.71221,100.56402,8393126754,3576517457,0,1414454686,4.235965697804589
11069,13.7085,100.54976,1687148412,358242997,0,1188901077,20.277881357781624
20031,13.69996,100.54658,272569076,3806652417,0,157373206,86.02660646103384
11109,13.71969,100.55272,1692045465,1692045571,0,156966514,6.691500626156873
20047,13.72347,100.55106,6479993817,12803610849,0,300803492,4.83238807473898
45928,13.72641,100.55258,776139734,6437708558,0,62218145,5.28136550194093
